Machine ID,Availability,Performance,Quality,OEE,Availability Loss,Performance Loss,Quality Loss,Dominant Loss,Description,Typical Downtime
CNC_Milling_13,96.25,76.62,98.0,72.28,3.75,23.38,2.0,Performance,Reduced Speed Loss,Variable
Press_Line_15,97.5,81.58,98.02,77.96,2.5,18.42,1.98,Performance,Minor Stoppage,1-15
Press_Line_12,92.92,95.78,99.16,88.25,7.08,4.22,0.84,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_2,99.58,76.06,98.99,74.98,0.42,23.94,1.01,Performance,Reduced Speed Loss,Variable
Press_Line_11,93.75,96.89,94.0,85.38,6.25,3.11,6.0,No Significant Loss,Calibration / Instrumentation Fault,5-30
CNC_Milling_20,97.29,72.83,99.47,70.48,2.71,27.17,0.53,Performance,Reduced Speed Loss,Variable
Assembly_Line_20,92.71,94.64,99.67,87.45,7.29,5.36,0.33,No Significant Loss,Electrical / Control Fault,10-90
CNC_Milling_5,99.79,60.76,97.96,59.4,0.21,39.24,2.04,Performance,Reduced Speed Loss,Variable
Press_Line_9,93.33,95.85,97.82,87.51,6.67,4.15,2.18,No Significant Loss,Electrical / Control Fault,10-90
Press_Line_1,93.54,94.57,97.33,86.1,6.46,5.43,2.67,No Significant Loss,Electrical / Control Fault,10-90
CNC_Milling_19,91.88,94.09,98.6,85.24,8.12,5.91,1.4,Mixed Loss - Availability (8.12%) + Performance (5.91%),Material / Operator Shortage,Variable
CNC_Milling_20,91.88,95.39,97.87,85.77,8.12,4.61,2.13,Mixed Loss - Availability (8.12%) + Performance (4.61%),Changeover / Setup Delay,10-60
CNC_Milling_6,91.04,98.98,99.61,89.76,8.96,1.02,0.39,Availability,Changeover / Setup Delay,10-60
Assembly_Line_3,91.67,99.44,99.7,90.88,8.33,0.56,0.3,Availability,Changeover / Setup Delay,10-60
CNC_Milling_15,92.08,96.35,97.22,86.26,7.92,3.65,2.78,No Significant Loss,Changeover / Setup Delay,10-60
CNC_Milling_13,99.58,66.65,97.78,64.9,0.42,33.35,2.22,Performance,Reduced Speed Loss,Variable
Assembly_Line_7,93.96,93.96,97.35,85.94,6.04,6.04,2.65,No Significant Loss,Changeover / Setup Delay,10-60
CNC_Milling_16,92.5,93.41,99.14,85.66,7.5,6.59,0.86,No Significant Loss,Changeover / Setup Delay,10-60
Press_Line_9,98.33,81.31,99.7,79.71,1.67,18.69,0.3,Performance,Minor Stoppage,1-15
CNC_Milling_16,92.08,95.44,98.73,86.78,7.92,4.56,1.27,No Significant Loss,Electrical / Control Fault,10-90
Press_Line_9,97.29,84.93,97.94,80.92,2.71,15.07,2.06,Performance,Minor Stoppage,1-15
Press_Line_9,98.33,81.55,99.39,79.71,1.67,18.45,0.61,Performance,Reduced Speed Loss,Variable
CNC_Milling_18,92.08,95.41,98.28,86.35,7.92,4.59,1.72,No Significant Loss,Changeover / Setup Delay,10-60
Assembly_Line_4,94.38,92.29,97.76,85.15,5.62,7.71,2.24,No Significant Loss,Material / Operator Shortage,Variable
Press_Line_6,93.96,96.59,93.29,84.67,6.04,3.41,6.71,No Significant Loss,Calibration / Instrumentation Fault,5-30
Assembly_Line_8,93.75,94.1,98.73,87.1,6.25,5.9,1.27,No Significant Loss,Changeover / Setup Delay,10-60
CNC_Milling_10,92.08,97.33,97.49,87.37,7.92,2.67,2.51,No Significant Loss,Changeover / Setup Delay,10-60
CNC_Milling_20,96.46,79.25,98.54,75.33,3.54,20.75,1.46,Performance,Reduced Speed Loss,Variable
Assembly_Line_6,94.79,93.13,94.7,83.6,5.21,6.87,5.3,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_13,98.75,84.17,99.24,82.48,1.25,15.83,0.76,Performance,Reduced Speed Loss,Variable
Assembly_Line_12,97.29,83.51,99.33,80.71,2.71,16.49,0.67,Performance,Minor Stoppage,1-15
Assembly_Line_7,94.79,93.13,97.05,85.68,5.21,6.87,2.95,No Significant Loss,Changeover / Setup Delay,10-60
Press_Line_18,93.12,97.92,98.3,89.64,6.88,2.08,1.7,No Significant Loss,Changeover / Setup Delay,10-60
Assembly_Line_14,99.58,70.57,99.5,69.93,0.42,29.43,0.5,Performance,Reduced Speed Loss,Variable
Press_Line_13,97.08,95.58,85.03,78.91,2.92,4.42,14.97,Quality,Startup / Warm-up Loss,5-20
CNC_Milling_13,93.33,92.85,99.57,86.29,6.67,7.15,0.43,No Significant Loss,Electrical / Control Fault,10-90
Press_Line_1,94.38,97.07,92.55,84.79,5.62,2.93,7.45,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_16,95.21,92.37,97.69,85.91,4.79,7.63,2.31,No Significant Loss,Changeover / Setup Delay,10-60
CNC_Milling_14,99.38,66.33,99.37,65.5,0.62,33.67,0.63,Performance,Reduced Speed Loss,Variable
CNC_Milling_7,97.29,81.65,97.97,77.82,2.71,18.35,2.03,Performance,Reduced Speed Loss,Variable
Press_Line_4,95.62,92.14,99.23,87.43,4.38,7.86,0.77,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_6,93.75,95.92,98.78,88.82,6.25,4.08,1.22,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_18,97.71,80.16,98.34,77.03,2.29,19.84,1.66,Performance,Minor Stoppage,1-15
CNC_Milling_16,99.38,71.27,97.38,68.98,0.62,28.73,2.62,Performance,Reduced Speed Loss,Variable
Press_Line_8,94.38,99.13,93.81,87.76,5.62,0.87,6.19,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_10,94.17,98.1,97.49,90.06,5.83,1.9,2.51,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_16,95.83,92.93,86.32,76.88,4.17,7.07,13.68,Quality,Startup / Warm-up Loss,5-20
Press_Line_2,95.62,95.5,94.93,86.69,4.38,4.5,5.07,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_5,94.58,94.62,97.9,87.61,5.42,5.38,2.1,No Significant Loss,Changeover / Setup Delay,10-60
Press_Line_1,95.83,94.77,89.88,81.64,4.17,5.23,10.12,Mixed Loss - Quality (10.12%) + Performance (5.23%),Startup / Warm-up Loss,5-20
Assembly_Line_18,97.29,82.18,99.19,79.3,2.71,17.82,0.81,Performance,Minor Stoppage,1-15
Press_Line_11,97.29,89.16,97.38,84.48,2.71,10.84,2.62,Performance,Minor Stoppage,1-15
Assembly_Line_19,95.21,92.15,99.7,87.47,4.79,7.85,0.3,No Significant Loss,Electrical / Control Fault,10-90
Press_Line_9,97.92,86.13,98.27,82.88,2.08,13.87,1.73,Performance,Minor Stoppage,1-15
Press_Line_18,97.71,85.4,99.38,82.92,2.29,14.6,0.62,Performance,Minor Stoppage,1-15
Assembly_Line_14,94.58,92.33,96.02,83.85,5.42,7.67,3.98,No Significant Loss,Calibration / Instrumentation Fault,5-30
CNC_Milling_1,93.33,94.58,99.1,87.48,6.67,5.42,0.9,No Significant Loss,Mechanical Breakdown,30-240
CNC_Milling_14,93.12,94.38,100.0,87.89,6.88,5.62,0.0,No Significant Loss,Electrical / Control Fault,10-90
Press_Line_13,99.17,85.3,98.76,83.54,0.83,14.7,1.24,Performance,Minor Stoppage,1-15
Press_Line_7,94.58,94.66,98.1,87.83,5.42,5.34,1.9,No Significant Loss,Changeover / Setup Delay,10-60
Assembly_Line_2,93.54,99.18,97.81,90.74,6.46,0.82,2.19,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_6,98.96,81.15,99.32,79.75,1.04,18.85,0.68,Performance,Minor Stoppage,1-15
Assembly_Line_4,94.38,97.91,93.35,86.26,5.62,2.09,6.65,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_7,100.0,77.92,98.55,76.78,0.0,22.08,1.45,Performance,No Fault / Normal Operation,0
Press_Line_7,100.0,77.92,98.55,76.78,0.0,22.08,1.45,Performance,No Fault / Normal Operation,0
CNC_Milling_7,97.08,84.15,99.6,81.38,2.92,15.85,0.4,Performance,Reduced Speed Loss,Variable
Press_Line_18,98.12,85.83,97.24,81.89,1.88,14.17,2.76,Performance,Minor Stoppage,1-15
Assembly_Line_19,99.58,80.87,97.68,78.67,0.42,19.13,2.32,Performance,Minor Stoppage,1-15
Assembly_Line_14,97.71,81.19,97.37,77.24,2.29,18.81,2.63,Performance,Minor Stoppage,1-15
CNC_Milling_18,92.71,98.84,98.77,90.5,7.29,1.16,1.23,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_2,94.58,96.74,97.22,88.96,5.42,3.26,2.78,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_2,96.04,92.1,97.7,86.42,3.96,7.9,2.3,No Significant Loss,Changeover / Setup Delay,10-60
Press_Line_3,97.71,88.52,98.13,84.87,2.29,11.48,1.87,Performance,Minor Stoppage,1-15
Press_Line_9,95.21,96.52,94.96,87.26,4.79,3.48,5.04,No Significant Loss,Calibration / Instrumentation Fault,5-30
CNC_Milling_10,94.38,92.58,99.14,86.63,5.62,7.42,0.86,No Significant Loss,Material / Operator Shortage,Variable
CNC_Milling_12,96.46,84.36,97.14,79.05,3.54,15.64,2.86,Performance,Reduced Speed Loss,Variable
Press_Line_9,96.88,93.1,92.16,83.12,3.12,6.9,7.84,No Significant Loss,Calibration / Instrumentation Fault,5-30
CNC_Milling_5,94.17,92.87,97.64,85.39,5.83,7.13,2.36,No Significant Loss,Changeover / Setup Delay,10-60
Assembly_Line_19,97.71,87.33,97.19,82.93,2.29,12.67,2.81,Performance,Minor Stoppage,1-15
Press_Line_20,97.29,95.5,89.91,83.54,2.71,4.5,10.09,Quality,Startup / Warm-up Loss,5-20
Press_Line_18,96.88,94.67,88.45,81.12,3.12,5.33,11.55,Quality,Startup / Warm-up Loss,5-20
Assembly_Line_19,94.17,97.98,99.13,91.47,5.83,2.02,0.87,No Significant Loss,Changeover / Setup Delay,10-60
Assembly_Line_13,98.54,83.79,99.33,82.02,1.46,16.21,0.67,Performance,Minor Stoppage,1-15
CNC_Milling_13,94.17,97.51,93.17,85.55,5.83,2.49,6.83,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_5,95.83,94.51,95.25,86.27,4.17,5.49,4.75,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_12,97.71,92.88,88.98,80.75,2.29,7.12,11.02,Mixed Loss - Quality (11.02%) + Performance (7.12%),Startup / Warm-up Loss,5-20
Assembly_Line_15,97.08,87.74,97.03,82.65,2.92,12.26,2.97,Performance,Minor Stoppage,1-15
Press_Line_1,96.04,94.84,94.81,86.36,3.96,5.16,5.19,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_7,94.79,95.95,99.38,90.38,5.21,4.05,0.62,No Significant Loss,Material / Operator Shortage,Variable
Press_Line_5,99.38,82.48,99.67,81.7,0.62,17.52,0.33,Performance,Minor Stoppage,1-15
Assembly_Line_9,96.04,97.27,85.76,80.12,3.96,2.73,14.24,Quality,Startup / Warm-up Loss,5-20
CNC_Milling_9,94.79,93.26,97.74,86.4,5.21,6.74,2.26,No Significant Loss,Changeover / Setup Delay,10-60
Press_Line_19,95.83,99.86,86.21,82.5,4.17,0.14,13.79,Quality,Startup / Warm-up Loss,5-20
CNC_Milling_19,94.38,95.01,98.65,88.46,5.62,4.99,1.35,No Significant Loss,Changeover / Setup Delay,10-60
Assembly_Line_7,95.62,95.86,97.16,89.06,4.38,4.14,2.84,No Significant Loss,Changeover / Setup Delay,10-60
Press_Line_10,98.12,90.06,99.52,87.95,1.88,9.94,0.48,Performance,Minor Stoppage,1-15
Assembly_Line_4,98.12,87.06,97.39,83.19,1.88,12.94,2.61,Performance,Minor Stoppage,1-15
Press_Line_19,95.83,94.12,98.78,89.1,4.17,5.88,1.22,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_18,98.33,83.62,98.42,80.92,1.67,16.38,1.58,Performance,Minor Stoppage,1-15
CNC_Milling_14,93.96,96.63,99.09,89.96,6.04,3.37,0.91,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_9,96.25,93.77,93.33,84.23,3.75,6.23,6.67,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_6,97.71,88.82,99.39,86.25,2.29,11.18,0.61,Performance,Minor Stoppage,1-15
CNC_Milling_10,98.33,81.23,98.59,78.75,1.67,18.77,1.41,Performance,Minor Stoppage,1-15
Press_Line_3,97.08,94.56,94.46,86.72,2.92,5.44,5.54,No Significant Loss,Calibration / Instrumentation Fault,5-30
Assembly_Line_9,95.0,96.0,98.96,90.25,5.0,4.0,1.04,No Significant Loss,Changeover / Setup Delay,10-60
Assembly_Line_8,97.29,90.39,97.46,85.7,2.71,9.61,2.54,Performance,Minor Stoppage,1-15
Assembly_Line_3,98.12,92.62,87.39,79.42,1.88,7.38,12.61,Quality,Startup / Warm-up Loss,5-20
Press_Line_20,96.88,99.57,88.55,85.42,3.12,0.43,11.45,Quality,Startup / Warm-up Loss,5-20
Assembly_Line_8,97.5,89.62,98.72,86.26,2.5,10.38,1.28,Performance,Minor Stoppage,1-15
CNC_Milling_5,95.21,93.58,97.22,86.62,4.79,6.42,2.78,No Significant Loss,Electrical / Control Fault,10-90
Press_Line_5,95.0,98.73,97.71,91.64,5.0,1.27,2.29,No Significant Loss,Changeover / Setup Delay,10-60
CNC_Milling_20,97.71,84.73,98.65,81.67,2.29,15.27,1.35,Performance,Minor Stoppage,1-15
Press_Line_17,97.08,97.77,89.71,85.16,2.92,2.23,10.29,Quality,Startup / Warm-up Loss,5-20
Press_Line_12,97.08,97.85,87.63,83.25,2.92,2.15,12.37,Quality,Startup / Warm-up Loss,5-20
Assembly_Line_5,95.83,96.77,97.21,90.16,4.17,3.23,2.79,No Significant Loss,Changeover / Setup Delay,10-60
Press_Line_4,99.58,86.65,99.21,85.61,0.42,13.35,0.79,Performance,Minor Stoppage,1-15
Assembly_Line_13,98.12,92.9,88.75,80.91,1.88,7.1,11.25,Mixed Loss - Quality (11.25%) + Performance (7.10%),Startup / Warm-up Loss,5-20
Assembly_Line_10,96.88,94.67,92.79,85.1,3.12,5.33,7.21,No Significant Loss,Calibration / Instrumentation Fault,5-30
CNC_Milling_4,95.83,97.55,91.2,85.25,4.17,2.45,8.8,Mixed Loss - Quality (8.80%) + Availability (4.17%),Startup / Warm-up Loss,5-20
Assembly_Line_20,95.83,95.49,98.1,89.77,4.17,4.51,1.9,No Significant Loss,Electrical / Control Fault,10-90
Press_Line_8,97.5,97.5,89.84,85.4,2.5,2.5,10.16,Quality,Startup / Warm-up Loss,5-20
Press_Line_15,97.29,92.27,97.95,87.94,2.71,7.73,2.05,No Significant Loss,Minor Stoppage,1-15
CNC_Milling_2,97.08,87.34,98.64,83.64,2.92,12.66,1.36,Performance,Minor Stoppage,1-15
CNC_Milling_12,95.21,94.83,99.57,89.9,4.79,5.17,0.43,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_13,95.21,97.79,99.7,92.82,4.79,2.21,0.3,No Significant Loss,Electrical / Control Fault,10-90
CNC_Milling_20,94.79,97.56,98.79,91.36,5.21,2.44,1.21,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_13,97.08,92.47,98.77,88.67,2.92,7.53,1.23,No Significant Loss,Electrical / Control Fault,10-90
CNC_Milling_10,98.75,82.03,99.54,80.62,1.25,17.97,0.46,Performance,Reduced Speed Loss,Variable
CNC_Milling_9,94.79,99.16,94.89,89.2,5.21,0.84,5.11,No Significant Loss,Calibration / Instrumentation Fault,5-30
CNC_Milling_19,99.38,78.9,97.95,76.8,0.62,21.1,2.05,Performance,Reduced Speed Loss,Variable
CNC_Milling_13,95.83,95.81,94.38,86.66,4.17,4.19,5.62,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_5,98.33,88.82,99.69,87.07,1.67,11.18,0.31,Performance,Minor Stoppage,1-15
Press_Line_20,97.08,98.07,93.22,88.75,2.92,1.93,6.78,No Significant Loss,Calibration / Instrumentation Fault,5-30
CNC_Milling_11,97.71,85.88,98.58,82.73,2.29,14.12,1.42,Performance,Minor Stoppage,1-15
Assembly_Line_1,95.83,97.04,95.83,89.13,4.17,2.96,4.17,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_13,97.5,94.31,98.86,90.9,2.5,5.69,1.14,No Significant Loss,Changeover / Setup Delay,10-60
Press_Line_5,96.04,98.78,94.05,89.22,3.96,1.22,5.95,No Significant Loss,Calibration / Instrumentation Fault,5-30
CNC_Milling_10,97.92,86.17,98.67,83.25,2.08,13.83,1.33,Performance,Minor Stoppage,1-15
CNC_Milling_13,97.08,89.64,98.31,85.55,2.92,10.36,1.69,Performance,Minor Stoppage,1-15
CNC_Milling_15,97.5,93.17,88.76,80.63,2.5,6.83,11.24,Mixed Loss - Quality (11.24%) + Performance (6.83%),Startup / Warm-up Loss,5-20
Assembly_Line_7,96.67,99.68,89.19,85.94,3.33,0.32,10.81,Quality,Startup / Warm-up Loss,5-20
CNC_Milling_8,97.5,90.09,98.9,86.86,2.5,9.91,1.1,Performance,Minor Stoppage,1-15
Assembly_Line_11,99.79,84.15,98.62,82.82,0.21,15.85,1.38,Performance,Minor Stoppage,1-15
CNC_Milling_17,95.42,97.59,94.44,87.94,4.58,2.41,5.56,No Significant Loss,Calibration / Instrumentation Fault,5-30
CNC_Milling_7,95.83,96.03,98.95,91.06,4.17,3.97,1.05,No Significant Loss,Electrical / Control Fault,10-90
CNC_Milling_16,95.42,96.77,98.8,91.22,4.58,3.23,1.2,No Significant Loss,Changeover / Setup Delay,10-60
CNC_Milling_16,96.88,93.78,92.65,84.18,3.12,6.22,7.35,No Significant Loss,Calibration / Instrumentation Fault,5-30
Assembly_Line_15,99.58,83.95,98.48,82.33,0.42,16.05,1.52,Performance,Minor Stoppage,1-15
Assembly_Line_1,97.92,89.04,99.26,86.54,2.08,10.96,0.74,Performance,Minor Stoppage,1-15
CNC_Milling_19,95.0,98.19,98.71,92.08,5.0,1.81,1.29,No Significant Loss,Changeover / Setup Delay,10-60
CNC_Milling_18,97.08,90.89,97.86,86.35,2.92,9.11,2.14,Performance,Minor Stoppage,1-15
Assembly_Line_3,99.17,87.79,98.43,85.7,0.83,12.21,1.57,Performance,Minor Stoppage,1-15
CNC_Milling_11,98.75,84.18,97.14,80.75,1.25,15.82,2.86,Performance,Minor Stoppage,1-15
Press_Line_5,97.71,92.69,98.22,88.96,2.29,7.31,1.78,No Significant Loss,Changeover / Setup Delay,10-60
Assembly_Line_9,99.58,84.27,99.25,83.28,0.42,15.73,0.75,Performance,Minor Stoppage,1-15
CNC_Milling_20,97.29,91.99,94.58,84.65,2.71,8.01,5.42,Mixed Loss - Performance (8.01%) + Quality (5.42%),Calibration / Instrumentation Fault,5-30
CNC_Milling_14,98.96,82.53,96.95,79.19,1.04,17.47,3.05,Performance,Minor Stoppage,1-15
CNC_Milling_3,97.08,96.04,89.55,83.5,2.92,3.96,10.45,Quality,Startup / Warm-up Loss,5-20
Assembly_Line_16,99.17,86.34,98.18,84.06,0.83,13.66,1.82,Performance,Minor Stoppage,1-15
CNC_Milling_18,96.25,95.2,97.12,88.99,3.75,4.8,2.88,No Significant Loss,Changeover / Setup Delay,10-60
Assembly_Line_10,98.33,96.48,85.45,81.07,1.67,3.52,14.55,Quality,Startup / Warm-up Loss,5-20
Press_Line_12,98.54,96.66,87.14,83.0,1.46,3.34,12.86,Quality,Startup / Warm-up Loss,5-20
CNC_Milling_17,96.67,94.27,94.76,86.35,3.33,5.73,5.24,No Significant Loss,Calibration / Instrumentation Fault,5-30
Press_Line_18,99.58,88.46,97.65,86.02,0.42,11.54,2.35,Performance,Minor Stoppage,1-15
Press_Line_15,97.71,93.49,98.56,90.04,2.29,6.51,1.44,No Significant Loss,Electrical / Control Fault,10-90
CNC_Milling_8,98.96,87.78,97.03,84.28,1.04,12.22,2.97,Performance,Minor Stoppage,1-15
CNC_Milling_11,95.62,97.28,99.15,92.23,4.38,2.72,0.85,No Significant Loss,Changeover / Setup Delay,10-60
CNC_Milling_5,95.62,96.63,99.11,91.57,4.38,3.37,0.89,No Significant Loss,Changeover / Setup Delay,10-60
Assembly_Line_2,95.83,99.72,98.14,93.79,4.17,0.28,1.86,No Significant Loss,Changeover / Setup Delay,10-60
CNC_Milling_5,99.17,82.78,96.98,79.61,0.83,17.22,3.02,Performance,Minor Stoppage,1-15
Press_Line_15,99.58,88.31,98.21,86.36,0.42,11.69,1.79,Performance,Minor Stoppage,1-15
CNC_Milling_9,97.08,96.41,88.03,82.4,2.92,3.59,11.97,Quality,Startup / Warm-up Loss,5-20
Press_Line_11,99.38,90.72,97.98,88.34,0.62,9.28,2.02,Performance,Minor Stoppage,1-15
CNC_Milling_4,97.08,94.6,97.49,89.53,2.92,5.4,2.51,No Significant Loss,Electrical / Control Fault,10-90
Press_Line_9,99.58,88.85,99.72,88.24,0.42,11.15,0.28,Performance,Minor Stoppage,1-15
CNC_Milling_20,97.5,91.79,97.08,86.89,2.5,8.21,2.92,Performance,Minor Stoppage,1-15
Press_Line_8,96.46,99.66,97.54,93.77,3.54,0.34,2.46,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_1,98.96,88.43,98.15,85.9,1.04,11.57,1.85,Performance,Minor Stoppage,1-15
CNC_Milling_9,97.29,92.09,97.77,87.6,2.71,7.91,2.23,No Significant Loss,Electrical / Control Fault,10-90
Press_Line_10,99.58,91.07,99.07,89.85,0.42,8.93,0.93,Performance,Minor Stoppage,1-15
CNC_Milling_3,98.12,93.61,90.91,83.5,1.88,6.39,9.09,Mixed Loss - Quality (9.09%) + Performance (6.39%),Startup / Warm-up Loss,5-20
CNC_Milling_7,97.92,98.28,85.57,82.34,2.08,1.72,14.43,Quality,Startup / Warm-up Loss,5-20
CNC_Milling_14,97.71,94.2,89.19,82.09,2.29,5.8,10.81,Quality,Startup / Warm-up Loss,5-20
CNC_Milling_10,97.5,92.69,97.51,88.12,2.5,7.31,2.49,No Significant Loss,Minor Stoppage,1-15
CNC_Milling_19,99.17,84.34,99.52,83.23,0.83,15.66,0.48,Performance,Minor Stoppage,1-15
Assembly_Line_14,99.58,85.95,97.56,83.5,0.42,14.05,2.44,Performance,Minor Stoppage,1-15
Assembly_Line_11,96.88,96.85,98.77,92.67,3.12,3.15,1.23,No Significant Loss,Changeover / Setup Delay,10-60
Assembly_Line_16,98.12,91.72,99.65,89.69,1.88,8.28,0.35,Performance,Minor Stoppage,1-15
CNC_Milling_5,96.25,97.29,97.36,91.16,3.75,2.71,2.64,No Significant Loss,Changeover / Setup Delay,10-60
CNC_Milling_18,99.17,86.32,98.24,84.09,0.83,13.68,1.76,Performance,Minor Stoppage,1-15
CNC_Milling_13,98.33,90.38,97.93,87.02,1.67,9.62,2.07,Performance,Minor Stoppage,1-15
Assembly_Line_8,98.54,97.45,88.08,84.59,1.46,2.55,11.92,Quality,Startup / Warm-up Loss,5-20
CNC_Milling_7,96.67,98.21,97.96,93.0,3.33,1.79,2.04,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_14,98.96,92.11,91.6,83.5,1.04,7.89,8.4,Mixed Loss - Quality (8.40%) + Performance (7.89%),Startup / Warm-up Loss,5-20
Press_Line_2,100.0,91.95,97.48,89.64,0.0,8.05,2.52,Performance,No Fault / Normal Operation,0
Press_Line_2,100.0,91.95,97.48,89.64,0.0,8.05,2.52,Performance,No Fault / Normal Operation,0
CNC_Milling_19,97.29,94.64,97.82,90.07,2.71,5.36,2.18,No Significant Loss,Minor Stoppage,1-15
CNC_Milling_3,96.88,97.69,97.06,91.85,3.12,2.31,2.94,No Significant Loss,Electrical / Control Fault,10-90
Assembly_Line_5,98.54,94.11,98.33,91.19,1.46,5.89,1.67,No Significant Loss,Minor Stoppage,1-15
CNC_Milling_4,97.92,93.79,99.28,91.18,2.08,6.21,0.72,No Significant Loss,Changeover / Setup Delay,10-60
Press_Line_3,98.75,93.91,99.5,92.27,1.25,6.09,0.5,No Significant Loss,Minor Stoppage,1-15
Assembly_Line_9,98.96,91.2,98.25,88.67,1.04,8.8,1.75,Performance,Minor Stoppage,1-15
Press_Line_10,100.0,92.58,97.05,89.85,0.0,7.42,2.95,No Significant Loss,No Fault / Normal Operation,0
Press_Line_10,100.0,92.58,97.05,89.85,0.0,7.42,2.95,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,98.12,99.15,90.33,87.88,1.88,0.85,9.67,Quality,Startup / Warm-up Loss,5-20
Press_Line_17,97.29,99.2,97.41,94.01,2.71,0.8,2.59,No Significant Loss,Electrical / Control Fault,10-90
Press_Line_13,100.0,91.95,98.86,90.9,0.0,8.05,1.14,Performance,No Fault / Normal Operation,0
Press_Line_13,100.0,91.95,98.86,90.9,0.0,8.05,1.14,Performance,No Fault / Normal Operation,0
CNC_Milling_17,98.54,95.7,87.34,82.37,1.46,4.3,12.66,Quality,Startup / Warm-up Loss,5-20
Press_Line_20,100.0,92.71,97.98,90.83,0.0,7.29,2.02,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,92.71,97.98,90.83,0.0,7.29,2.02,No Significant Loss,No Fault / Normal Operation,0
Press_Line_8,100.0,92.49,98.14,90.77,0.0,7.51,1.86,No Significant Loss,No Fault / Normal Operation,0
Press_Line_8,100.0,92.49,98.14,90.77,0.0,7.51,1.86,No Significant Loss,No Fault / Normal Operation,0
Press_Line_9,100.0,91.89,97.08,89.21,0.0,8.11,2.92,Performance,No Fault / Normal Operation,0
Assembly_Line_18,98.33,97.5,91.19,87.42,1.67,2.5,8.81,Quality,Startup / Warm-up Loss,5-20
Press_Line_9,100.0,91.89,97.08,89.21,0.0,8.11,2.92,Performance,No Fault / Normal Operation,0
Assembly_Line_1,99.58,90.47,97.13,87.51,0.42,9.53,2.87,Performance,Minor Stoppage,1-15
Assembly_Line_16,99.79,89.56,98.25,87.81,0.21,10.44,1.75,Performance,Minor Stoppage,1-15
Press_Line_14,100.0,92.25,98.05,90.45,0.0,7.75,1.95,No Significant Loss,No Fault / Normal Operation,0
Press_Line_14,100.0,92.25,98.05,90.45,0.0,7.75,1.95,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,93.21,97.52,90.9,0.0,6.79,2.48,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,93.21,97.52,90.9,0.0,6.79,2.48,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,92.65,97.55,90.38,0.0,7.35,2.45,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,92.65,97.55,90.38,0.0,7.35,2.45,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,93.54,97.55,91.25,0.0,6.46,2.45,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,92.88,97.31,90.38,0.0,7.12,2.69,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,92.88,97.31,90.38,0.0,7.12,2.69,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,93.54,97.55,91.25,0.0,6.46,2.45,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_18,96.88,99.26,98.82,95.02,3.12,0.74,1.18,No Significant Loss,Changeover / Setup Delay,10-60
Press_Line_14,100.0,93.15,97.34,90.68,0.0,6.85,2.66,No Significant Loss,No Fault / Normal Operation,0
Press_Line_14,100.0,93.15,97.34,90.68,0.0,6.85,2.66,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,93.64,97.75,91.53,0.0,6.36,2.25,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,93.64,97.75,91.53,0.0,6.36,2.25,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,92.14,97.44,89.78,0.0,7.86,2.56,No Significant Loss,No Fault / Normal Operation,0
