Date,Machine ID,Shift,Planned Time (min),Downtime (min),Total Parts Produced,Defective Parts,Ideal Cycle Time (min/unit),Error Code,Operator ID,Availability,Performance,Quality,OEE
25-06-2026,CNC_Milling_13,Night,480,129,196,1,1.77,DT-01,OP-050,73.12,98.84,99.49,71.91
03-06-2026,Press_Line_17,Night,480,0,432,5,1.09,DT-00,OP-094,100.0,98.1,98.84,96.96
10-07-2026,Assembly_Line_1,Morning,480,57,267,2,1.55,DT-03,OP-046,88.12,97.84,99.25,85.57
25-06-2026,CNC_Milling_2,Night,480,0,254,4,1.85,DT-00,OP-090,100.0,97.9,98.43,96.35
17-06-2026,Assembly_Line_1,Morning,480,2,279,8,1.55,DT-04,OP-005,99.58,90.47,97.13,87.51
24-05-2026,Press_Line_13,Morning,480,12,437,5,1.01,DT-03,OP-051,97.5,94.31,98.86,90.9
25-06-2026,CNC_Milling_11,Afternoon,480,0,245,2,1.9,DT-00,OP-111,100.0,96.98,99.18,96.19
23-04-2026,Assembly_Line_16,Night,480,0,297,4,1.5,DT-00,OP-114,100.0,92.81,98.65,91.56
07-06-2026,Assembly_Line_8,Afternoon,480,12,239,2,1.34,DT-05,OP-089,97.5,68.43,99.16,66.16
19-06-2026,CNC_Milling_4,Night,480,0,281,4,1.58,DT-00,OP-056,100.0,92.5,98.58,91.18
03-07-2026,Assembly_Line_13,Morning,480,0,341,1,1.33,DT-00,OP-085,100.0,94.49,99.71,94.21
24-05-2026,Press_Line_20,Afternoon,480,139,318,5,1.0,DT-01,OP-058,71.04,93.26,98.43,65.21
22-04-2026,Assembly_Line_7,Afternoon,480,141,255,8,1.25,DT-01,OP-008,70.62,94.03,96.86,64.32
26-04-2026,Assembly_Line_3,Night,480,0,352,8,1.31,DT-00,OP-021,100.0,96.07,97.73,93.88
20-04-2026,Press_Line_10,Night,480,66,378,1,1.01,DT-02,OP-100,86.25,92.22,99.74,79.33
08-07-2026,CNC_Milling_4,Afternoon,480,0,293,6,1.58,DT-00,OP-087,100.0,96.45,97.95,94.47
13-06-2026,CNC_Milling_4,Afternoon,480,0,281,2,1.58,DT-00,OP-047,100.0,92.5,99.29,91.84
06-06-2026,CNC_Milling_1,Night,480,0,251,1,1.9,DT-00,OP-024,100.0,99.35,99.6,98.96
19-06-2026,CNC_Milling_14,Afternoon,480,3,159,1,1.99,DT-05,OP-058,99.38,66.33,99.37,65.5
14-05-2026,CNC_Milling_20,Afternoon,480,72,213,1,1.79,DT-02,OP-010,85.0,93.45,99.53,79.06
13-06-2026,Press_Line_12,Night,480,0,370,8,1.2,DT-00,OP-109,100.0,92.5,97.84,90.5
27-05-2026,Assembly_Line_3,Afternoon,480,80,294,8,1.31,DT-02,OP-109,83.33,96.29,97.28,78.05
07-05-2026,Assembly_Line_6,Night,480,25,321,17,1.32,DT-06,OP-029,94.79,93.13,94.7,83.6
02-05-2026,Press_Line_13,Morning,480,0,456,6,1.01,DT-00,OP-074,100.0,95.95,98.68,94.69
03-06-2026,CNC_Milling_10,Night,480,0,264,1,1.8,DT-00,OP-051,100.0,99.0,99.62,98.62
17-06-2026,CNC_Milling_14,Afternoon,480,46,201,6,1.99,DT-03,OP-083,90.42,92.16,97.01,80.84
26-04-2026,CNC_Milling_9,Afternoon,480,54,206,5,1.92,DT-02,OP-071,88.75,92.85,97.57,80.4
07-07-2026,CNC_Milling_18,Morning,480,18,243,7,1.81,DT-03,OP-008,96.25,95.2,97.12,88.99
02-05-2026,CNC_Milling_14,Morning,480,0,225,6,1.99,DT-00,OP-029,100.0,93.28,97.33,90.79
31-05-2026,CNC_Milling_14,Afternoon,480,5,197,6,1.99,DT-04,OP-036,98.96,82.53,96.95,79.19
03-05-2026,Assembly_Line_1,Afternoon,480,53,264,2,1.55,DT-01,OP-075,88.96,95.83,99.24,84.6
06-05-2026,Press_Line_11,Night,480,184,257,7,1.09,DT-01,OP-006,61.67,94.64,97.28,56.77
20-04-2026,Press_Line_6,Morning,480,29,343,23,1.27,DT-06,OP-099,93.96,96.59,93.29,84.67
29-06-2026,CNC_Milling_7,Night,480,157,206,4,1.55,DT-01,OP-083,67.29,98.85,98.06,65.23
25-05-2026,CNC_Milling_11,Morning,480,11,212,3,1.9,DT-04,OP-089,97.71,85.88,98.58,82.73
24-04-2026,Press_Line_11,Afternoon,480,0,421,5,1.09,DT-00,OP-019,100.0,95.6,98.81,94.47
27-05-2026,Assembly_Line_16,Night,480,0,319,4,1.5,DT-00,OP-052,100.0,99.69,98.75,98.44
03-05-2026,Assembly_Line_9,Afternoon,480,0,293,3,1.52,DT-00,OP-016,100.0,92.78,98.98,91.83
21-05-2026,CNC_Milling_9,Morning,480,0,231,7,1.92,DT-00,OP-111,100.0,92.4,96.97,89.6
04-07-2026,CNC_Milling_7,Morning,480,10,298,43,1.55,DT-07,OP-093,97.92,98.28,85.57,82.34
27-05-2026,Press_Line_13,Morning,480,0,456,7,1.01,DT-00,OP-040,100.0,95.95,98.46,94.48
19-06-2026,Press_Line_2,Morning,480,21,434,22,1.01,DT-06,OP-075,95.62,95.5,94.93,86.69
01-06-2026,Press_Line_4,Morning,480,0,426,11,1.09,DT-00,OP-087,100.0,96.74,97.42,94.24
16-06-2026,Press_Line_19,Night,480,0,337,2,1.32,DT-00,OP-034,100.0,92.68,99.41,92.13
02-06-2026,Assembly_Line_9,Afternoon,480,0,300,5,1.52,DT-00,OP-025,100.0,95.0,98.33,93.42
02-06-2026,CNC_Milling_16,Afternoon,480,0,258,6,1.78,DT-00,OP-036,100.0,95.68,97.67,93.45
05-07-2026,Assembly_Line_4,Night,480,0,357,5,1.34,DT-00,OP-102,100.0,99.66,98.6,98.27
30-05-2026,CNC_Milling_16,Afternoon,480,22,249,3,1.78,DT-03,OP-006,95.42,96.77,98.8,91.22
22-04-2026,Press_Line_3,Morning,480,70,355,2,1.11,DT-02,OP-115,85.42,96.11,99.44,81.63
21-06-2026,Press_Line_9,Afternoon,480,15,370,29,1.17,DT-06,OP-095,96.88,93.1,92.16,83.12
25-05-2026,CNC_Milling_18,Afternoon,480,0,254,4,1.81,DT-00,OP-073,100.0,95.78,98.43,94.27
25-05-2026,CNC_Milling_11,Morning,480,0,246,7,1.9,DT-00,OP-075,100.0,97.38,97.15,94.6
26-05-2026,Assembly_Line_11,Night,480,20,200,3,1.39,DT-05,OP-084,95.83,60.43,98.5,57.05
30-06-2026,CNC_Milling_17,Morning,480,84,198,3,1.91,DT-02,OP-093,82.5,95.5,98.48,77.59
05-07-2026,Assembly_Line_10,Afternoon,480,0,338,1,1.38,DT-00,OP-090,100.0,97.17,99.7,96.89
01-05-2026,Press_Line_13,Morning,480,0,453,6,1.01,DT-00,OP-027,100.0,95.32,98.68,94.06
08-06-2026,CNC_Milling_13,Night,480,28,249,17,1.77,DT-06,OP-067,94.17,97.51,93.17,85.55
13-05-2026,CNC_Milling_16,Afternoon,480,76,218,2,1.78,DT-08,OP-023,84.17,96.05,99.08,80.1
14-06-2026,Assembly_Line_19,Night,480,0,355,8,1.28,DT-00,OP-093,100.0,94.67,97.75,92.53
13-07-2026,Assembly_Line_2,Night,480,0,377,11,1.22,DT-00,OP-036,100.0,95.82,97.08,93.02
27-06-2026,Press_Line_20,Morning,480,14,457,31,1.0,DT-06,OP-089,97.08,98.07,93.22,88.75
18-06-2026,CNC_Milling_1,Afternoon,480,0,251,6,1.9,DT-00,OP-036,100.0,99.35,97.61,96.98
23-05-2026,Press_Line_8,Night,480,58,406,5,1.03,DT-02,OP-045,87.92,99.09,98.77,86.05
05-05-2026,Press_Line_19,Morning,480,0,355,4,1.32,DT-00,OP-057,100.0,97.62,98.87,96.52
09-07-2026,Press_Line_17,Night,480,0,412,7,1.09,DT-00,OP-120,100.0,93.56,98.3,91.97
27-06-2026,Assembly_Line_5,Afternoon,480,0,375,7,1.24,DT-00,OP-032,100.0,96.88,98.13,95.07
23-04-2026,Assembly_Line_3,Night,480,0,343,2,1.31,DT-00,OP-043,100.0,93.61,99.42,93.06
16-06-2026,Press_Line_7,Night,480,10,344,10,1.36,DT-03,OP-021,97.92,99.54,97.09,94.63
08-06-2026,Assembly_Line_2,Afternoon,480,0,368,11,1.22,DT-00,OP-042,100.0,93.53,97.01,90.74
23-05-2026,Assembly_Line_2,Morning,480,2,298,3,1.22,DT-05,OP-095,99.58,76.06,98.99,74.98
21-04-2026,Assembly_Line_19,Morning,480,0,370,10,1.28,DT-00,OP-005,100.0,98.67,97.3,96.0
06-06-2026,Assembly_Line_11,Afternoon,480,0,338,9,1.39,DT-00,OP-038,100.0,97.88,97.34,95.27
21-04-2026,Press_Line_1,Afternoon,480,57,333,4,1.26,DT-01,OP-059,88.12,99.19,98.8,86.36
08-07-2026,CNC_Milling_15,Night,480,0,282,7,1.69,DT-00,OP-060,100.0,99.29,97.52,96.82
21-05-2026,Press_Line_13,Morning,480,0,465,9,1.01,DT-00,OP-092,100.0,97.84,98.06,95.95
10-05-2026,Press_Line_1,Night,480,0,359,7,1.26,DT-00,OP-025,100.0,94.24,98.05,92.4
09-05-2026,CNC_Milling_20,Night,480,13,190,1,1.79,DT-05,OP-086,97.29,72.83,99.47,70.48
29-04-2026,Press_Line_12,Morning,480,0,397,1,1.2,DT-00,OP-050,100.0,99.25,99.75,99.0
17-05-2026,CNC_Milling_9,Afternoon,480,14,234,28,1.92,DT-07,OP-034,97.08,96.41,88.03,82.4
09-07-2026,CNC_Milling_4,Night,480,0,295,4,1.58,DT-00,OP-021,100.0,97.1,98.64,95.79
07-06-2026,Assembly_Line_4,Night,480,27,331,22,1.34,DT-06,OP-082,94.38,97.91,93.35,86.26
24-05-2026,CNC_Milling_4,Night,480,0,302,5,1.58,DT-00,OP-059,100.0,99.41,98.34,97.76
03-07-2026,CNC_Milling_4,Afternoon,480,70,254,6,1.58,DT-02,OP-106,85.42,97.88,97.64,81.63
14-05-2026,Assembly_Line_9,Morning,480,86,256,1,1.52,DT-02,OP-058,82.08,98.76,99.61,80.75
23-06-2026,Assembly_Line_6,Afternoon,480,0,350,1,1.32,DT-00,OP-071,100.0,96.25,99.71,95.98
20-06-2026,Press_Line_13,Night,480,0,443,11,1.01,DT-00,OP-057,100.0,93.21,97.52,90.9
01-05-2026,Assembly_Line_4,Morning,480,72,282,5,1.34,DT-02,OP-104,85.0,92.62,98.23,77.33
24-04-2026,CNC_Milling_10,Morning,480,0,255,1,1.8,DT-00,OP-060,100.0,95.62,99.61,95.25
12-07-2026,Assembly_Line_12,Afternoon,480,60,303,1,1.3,DT-02,OP-028,87.5,93.79,99.67,81.79
30-06-2026,Press_Line_5,Morning,480,0,363,6,1.29,DT-00,OP-008,100.0,97.56,98.35,95.94
25-04-2026,Assembly_Line_20,Afternoon,480,0,328,8,1.39,DT-00,OP-099,100.0,94.98,97.56,92.67
08-07-2026,Assembly_Line_7,Night,480,16,370,40,1.25,DT-07,OP-112,96.67,99.68,89.19,85.94
04-06-2026,CNC_Milling_5,Morning,480,79,188,5,1.98,DT-02,OP-016,83.54,92.83,97.34,75.49
09-05-2026,CNC_Milling_15,Afternoon,480,0,277,2,1.69,DT-00,OP-001,100.0,97.53,99.28,96.82
19-04-2026,Press_Line_20,Afternoon,480,79,382,5,1.0,DT-02,OP-030,83.54,95.26,98.69,78.54
18-05-2026,CNC_Milling_10,Afternoon,480,0,249,7,1.8,DT-00,OP-098,100.0,93.38,97.19,90.75
01-05-2026,Press_Line_3,Night,480,0,424,11,1.11,DT-00,OP-003,100.0,98.05,97.41,95.51
17-05-2026,Press_Line_14,Morning,480,0,410,8,1.08,DT-00,OP-091,100.0,92.25,98.05,90.45
23-04-2026,Press_Line_16,Night,480,0,375,6,1.22,DT-00,OP-097,100.0,95.31,98.4,93.79
24-04-2026,Press_Line_9,Night,480,44,367,8,1.17,DT-08,OP-041,90.83,98.48,97.82,87.51
29-06-2026,CNC_Milling_19,Night,480,4,208,1,1.93,DT-04,OP-085,99.17,84.34,99.52,83.23
22-06-2026,Press_Line_15,Afternoon,480,0,352,10,1.26,DT-00,OP-113,100.0,92.4,97.16,89.78
09-05-2026,Assembly_Line_1,Night,480,0,297,9,1.55,DT-00,OP-083,100.0,95.91,96.97,93.0
11-07-2026,CNC_Milling_5,Night,480,0,231,1,1.98,DT-00,OP-049,100.0,95.29,99.57,94.88
10-05-2026,Assembly_Line_9,Night,480,0,311,3,1.52,DT-00,OP-091,100.0,98.48,99.04,97.53
05-05-2026,Assembly_Line_12,Afternoon,480,17,250,3,1.3,DT-05,OP-068,96.46,70.19,98.8,66.9
04-05-2026,CNC_Milling_5,Morning,480,0,229,1,1.98,DT-00,OP-058,100.0,94.46,99.56,94.05
03-06-2026,Press_Line_6,Night,480,34,324,4,1.27,DT-02,OP-078,92.92,92.26,98.77,84.67
03-07-2026,Press_Line_3,Morning,480,0,424,9,1.11,DT-00,OP-072,100.0,98.05,97.88,95.97
14-05-2026,CNC_Milling_11,Morning,480,6,210,6,1.9,DT-04,OP-028,98.75,84.18,97.14,80.75
11-05-2026,Assembly_Line_8,Morning,480,58,301,3,1.34,DT-03,OP-078,87.92,95.58,99.0,83.19
13-05-2026,CNC_Milling_6,Morning,480,228,142,2,1.67,DT-01,OP-084,52.5,94.1,98.59,48.71
01-06-2026,Press_Line_20,Afternoon,480,0,475,7,1.0,DT-00,OP-103,100.0,98.96,98.53,97.5
16-06-2026,Assembly_Line_9,Afternoon,480,11,209,1,1.52,DT-05,OP-111,97.71,67.74,99.52,65.87
15-05-2026,Assembly_Line_8,Morning,480,0,345,6,1.34,DT-00,OP-093,100.0,96.31,98.26,94.64
09-06-2026,Press_Line_19,Morning,480,0,341,6,1.32,DT-00,OP-032,100.0,93.78,98.24,92.12
19-06-2026,CNC_Milling_16,Night,480,15,245,18,1.78,DT-06,OP-093,96.88,93.78,92.65,84.18
08-07-2026,Assembly_Line_8,Afternoon,480,0,350,4,1.34,DT-00,OP-018,100.0,97.71,98.86,96.59
25-06-2026,CNC_Milling_12,Morning,480,17,210,6,1.86,DT-05,OP-068,96.46,84.36,97.14,79.05
21-04-2026,Assembly_Line_14,Morning,480,26,251,10,1.67,DT-06,OP-018,94.58,92.33,96.02,83.85
06-07-2026,Press_Line_15,Morning,480,11,348,5,1.26,DT-02,OP-008,97.71,93.49,98.56,90.04
05-07-2026,Assembly_Line_1,Night,480,20,288,12,1.55,DT-06,OP-069,95.83,97.04,95.83,89.13
26-06-2026,CNC_Milling_7,Morning,480,0,302,5,1.55,DT-00,OP-037,100.0,97.52,98.34,95.91
19-04-2026,CNC_Milling_13,Night,480,32,235,1,1.77,DT-02,OP-020,93.33,92.85,99.57,86.29
17-05-2026,Press_Line_13,Night,480,0,468,4,1.01,DT-00,OP-051,100.0,98.48,99.15,97.63
27-04-2026,CNC_Milling_4,Afternoon,480,0,285,6,1.58,DT-00,OP-039,100.0,93.81,97.89,91.84
13-07-2026,Assembly_Line_13,Morning,480,14,324,4,1.33,DT-02,OP-071,97.08,92.47,98.77,88.67
16-06-2026,Press_Line_4,Night,480,0,411,7,1.09,DT-00,OP-056,100.0,93.33,98.3,91.74
08-07-2026,Assembly_Line_11,Afternoon,480,54,303,8,1.39,DT-01,OP-030,88.75,98.87,97.36,85.43
14-05-2026,Assembly_Line_18,Night,480,15,199,6,1.56,DT-05,OP-088,96.88,66.76,96.98,62.73
22-05-2026,Assembly_Line_18,Night,480,38,264,7,1.56,DT-01,OP-003,92.08,93.18,97.35,83.53
13-05-2026,CNC_Milling_18,Morning,480,55,231,6,1.81,DT-03,OP-039,88.54,98.38,97.4,84.84
07-05-2026,CNC_Milling_17,Morning,480,129,179,3,1.91,DT-01,OP-050,73.12,97.4,98.32,70.03
04-05-2026,Assembly_Line_11,Night,480,74,286,3,1.39,DT-02,OP-013,84.58,97.92,98.95,81.95
11-06-2026,Press_Line_15,Morning,480,0,373,11,1.26,DT-00,OP-051,100.0,97.91,97.05,95.02
28-05-2026,Press_Line_2,Night,480,0,474,7,1.01,DT-00,OP-046,100.0,99.74,98.52,98.26
26-06-2026,CNC_Milling_5,Afternoon,480,0,234,3,1.98,DT-00,OP-099,100.0,96.52,98.72,95.29
05-07-2026,Press_Line_19,Morning,480,20,328,4,1.32,DT-02,OP-101,95.83,94.12,98.78,89.1
07-07-2026,Press_Line_10,Night,480,0,450,2,1.01,DT-00,OP-040,100.0,94.69,99.56,94.27
12-06-2026,CNC_Milling_4,Afternoon,480,0,281,4,1.58,DT-00,OP-072,100.0,92.5,98.58,91.18
27-06-2026,CNC_Milling_13,Afternoon,480,0,251,4,1.77,DT-00,OP-077,100.0,92.56,98.41,91.08
02-07-2026,Assembly_Line_11,Afternoon,480,1,290,4,1.39,DT-04,OP-011,99.79,84.15,98.62,82.82
27-06-2026,Assembly_Line_18,Morning,480,73,254,2,1.56,DT-01,OP-035,84.79,97.36,99.21,81.9
25-05-2026,Press_Line_18,Afternoon,480,0,361,4,1.24,DT-00,OP-039,100.0,93.26,98.89,92.22
17-06-2026,Assembly_Line_11,Morning,480,0,343,8,1.39,DT-00,OP-064,100.0,99.33,97.67,97.01
02-07-2026,CNC_Milling_20,Morning,480,0,249,1,1.79,DT-00,OP-051,100.0,92.86,99.6,92.48
29-05-2026,Assembly_Line_14,Night,480,0,284,4,1.67,DT-00,OP-056,100.0,98.81,98.59,97.42
09-07-2026,CNC_Milling_19,Morning,480,0,240,5,1.93,DT-00,OP-062,100.0,96.5,97.92,94.49
27-05-2026,Press_Line_12,Afternoon,480,14,380,47,1.2,DT-07,OP-074,97.08,97.85,87.63,83.25
18-05-2026,CNC_Milling_1,Afternoon,480,0,248,3,1.9,DT-00,OP-120,100.0,98.17,98.79,96.98
28-06-2026,Press_Line_13,Night,480,38,426,7,1.01,DT-08,OP-094,92.08,97.34,98.36,88.16
15-06-2026,Assembly_Line_6,Morning,480,0,343,7,1.32,DT-00,OP-105,100.0,94.33,97.96,92.4
08-06-2026,Assembly_Line_4,Afternoon,480,0,338,3,1.34,DT-00,OP-020,100.0,94.36,99.11,93.52
10-06-2026,Assembly_Line_11,Afternoon,480,0,345,5,1.39,DT-00,OP-052,100.0,99.91,98.55,98.46
24-06-2026,CNC_Milling_13,Night,480,0,250,7,1.77,DT-00,OP-090,100.0,92.19,97.2,89.61
24-06-2026,CNC_Milling_19,Night,480,3,195,4,1.93,DT-05,OP-046,99.38,78.9,97.95,76.8
08-05-2026,Assembly_Line_2,Night,480,0,392,8,1.22,DT-00,OP-052,100.0,99.63,97.96,97.6
29-05-2026,Assembly_Line_11,Afternoon,480,0,320,3,1.39,DT-00,OP-096,100.0,92.67,99.06,91.8
22-06-2026,CNC_Milling_16,Night,480,38,237,3,1.78,DT-02,OP-099,92.08,95.44,98.73,86.78
12-07-2026,CNC_Milling_18,Night,480,0,251,1,1.81,DT-00,OP-014,100.0,94.65,99.6,94.27
24-05-2026,CNC_Milling_7,Morning,480,0,308,2,1.55,DT-00,OP-040,100.0,99.46,99.35,98.81
30-05-2026,CNC_Milling_10,Morning,480,0,252,1,1.8,DT-00,OP-093,100.0,94.5,99.6,94.12
15-07-2026,CNC_Milling_9,Afternoon,480,0,230,5,1.92,DT-00,OP-003,100.0,92.0,97.83,90.0
30-05-2026,Assembly_Line_2,Morning,480,31,365,8,1.22,DT-02,OP-067,93.54,99.18,97.81,90.74
09-05-2026,CNC_Milling_16,Morning,480,0,257,4,1.78,DT-00,OP-103,100.0,95.3,98.44,93.82
07-06-2026,Assembly_Line_1,Morning,480,0,301,4,1.55,DT-00,OP-095,100.0,97.2,98.67,95.91
04-07-2026,Assembly_Line_17,Morning,480,0,355,1,1.29,DT-00,OP-028,100.0,95.41,99.72,95.14
13-05-2026,Press_Line_18,Night,480,2,341,8,1.24,DT-04,OP-069,99.58,88.46,97.65,86.02
10-05-2026,CNC_Milling_4,Afternoon,480,0,282,6,1.58,DT-00,OP-063,100.0,92.82,97.87,90.85
23-06-2026,Assembly_Line_1,Afternoon,480,186,180,1,1.55,DT-01,OP-046,61.25,94.9,99.44,57.8
14-06-2026,CNC_Milling_20,Morning,480,12,240,7,1.79,DT-04,OP-076,97.5,91.79,97.08,86.89
27-04-2026,Assembly_Line_4,Morning,480,0,336,2,1.34,DT-00,OP-048,100.0,93.8,99.4,93.24
14-07-2026,Press_Line_10,Night,480,0,459,8,1.01,DT-00,OP-055,100.0,96.58,98.26,94.9
10-05-2026,CNC_Milling_12,Night,480,0,256,7,1.86,DT-00,OP-023,100.0,99.2,97.27,96.49
27-06-2026,Press_Line_11,Afternoon,480,0,411,11,1.09,DT-00,OP-080,100.0,93.33,97.32,90.83
23-04-2026,Assembly_Line_16,Afternoon,480,20,285,39,1.5,DT-07,OP-072,95.83,92.93,86.32,76.88
20-06-2026,Assembly_Line_2,Afternoon,480,0,377,8,1.22,DT-00,OP-057,100.0,95.82,97.88,93.79
18-06-2026,Press_Line_11,Morning,480,233,222,2,1.09,DT-01,OP-036,51.46,97.97,99.1,49.96
15-05-2026,CNC_Milling_15,Afternoon,480,0,271,6,1.69,DT-00,OP-099,100.0,95.41,97.79,93.3
19-06-2026,CNC_Milling_16,Night,480,0,250,6,1.78,DT-00,OP-106,100.0,92.71,97.6,90.48
02-06-2026,CNC_Milling_15,Morning,480,38,252,7,1.69,DT-03,OP-014,92.08,96.35,97.22,86.26
09-07-2026,Assembly_Line_9,Morning,480,0,315,5,1.52,DT-00,OP-045,100.0,99.75,98.41,98.17
28-04-2026,CNC_Milling_9,Morning,480,25,221,5,1.92,DT-03,OP-089,94.79,93.26,97.74,86.4
31-05-2026,Assembly_Line_16,Night,480,139,212,1,1.5,DT-01,OP-027,71.04,93.26,99.53,65.94
13-05-2026,Assembly_Line_12,Morning,480,166,227,4,1.3,DT-01,OP-042,65.42,93.98,98.24,60.4
24-05-2026,Press_Line_19,Night,480,0,359,11,1.32,DT-00,OP-087,100.0,98.72,96.94,95.7
29-04-2026,Press_Line_9,Afternoon,480,8,329,2,1.17,DT-05,OP-111,98.33,81.55,99.39,79.71
03-05-2026,Press_Line_16,Morning,480,41,352,7,1.22,DT-02,OP-063,91.46,97.82,98.01,87.69
05-05-2026,CNC_Milling_17,Night,480,0,239,4,1.91,DT-00,OP-082,100.0,95.1,98.33,93.51
28-04-2026,CNC_Milling_6,Night,480,54,253,3,1.67,DT-03,OP-063,88.75,99.18,98.81,86.98
28-05-2026,CNC_Milling_18,Morning,480,14,234,5,1.81,DT-04,OP-059,97.08,90.89,97.86,86.35
07-07-2026,Assembly_Line_3,Night,480,0,338,6,1.31,DT-00,OP-028,100.0,92.25,98.22,90.61
10-06-2026,Assembly_Line_13,Morning,480,0,341,3,1.33,DT-00,OP-071,100.0,94.49,99.12,93.65
29-06-2026,Press_Line_9,Night,480,13,339,7,1.17,DT-04,OP-007,97.29,84.93,97.94,80.92
22-04-2026,Press_Line_7,Night,480,39,298,8,1.36,DT-03,OP-021,91.88,91.9,97.32,82.17
12-06-2026,CNC_Milling_10,Morning,480,69,213,5,1.8,DT-08,OP-017,85.62,93.28,97.65,78.0
09-07-2026,Press_Line_20,Morning,480,8,294,4,1.0,DT-05,OP-011,98.33,62.29,98.64,60.42
03-06-2026,Assembly_Line_3,Night,480,0,348,4,1.31,DT-00,OP-090,100.0,94.98,98.85,93.88
16-05-2026,CNC_Milling_8,Night,480,0,287,2,1.55,DT-00,OP-010,100.0,92.68,99.3,92.03
03-05-2026,CNC_Milling_18,Morning,480,0,253,1,1.81,DT-00,OP-044,100.0,95.4,99.6,95.02
02-05-2026,Assembly_Line_16,Afternoon,480,71,252,3,1.5,DT-02,OP-094,85.21,92.42,98.81,77.81
30-04-2026,Press_Line_7,Afternoon,480,0,333,4,1.36,DT-00,OP-105,100.0,94.35,98.8,93.22
04-05-2026,Assembly_Line_2,Night,480,0,378,1,1.22,DT-00,OP-084,100.0,96.07,99.74,95.82
08-05-2026,CNC_Milling_9,Afternoon,480,90,199,6,1.92,DT-02,OP-079,81.25,97.97,96.98,77.2
13-07-2026,CNC_Milling_9,Morning,480,0,232,5,1.92,DT-00,OP-076,100.0,92.8,97.84,90.8
05-06-2026,CNC_Milling_3,Afternoon,480,0,267,3,1.67,DT-00,OP-011,100.0,92.89,98.88,91.85
18-05-2026,CNC_Milling_16,Night,480,185,156,4,1.78,DT-01,OP-004,61.46,94.13,97.44,56.37
10-07-2026,Assembly_Line_17,Afternoon,480,0,360,3,1.29,DT-00,OP-051,100.0,96.75,99.17,95.94
24-05-2026,Assembly_Line_2,Morning,480,60,343,5,1.22,DT-03,OP-015,87.5,99.63,98.54,85.91
17-05-2026,CNC_Milling_12,Night,480,165,167,0,1.86,DT-01,OP-047,65.62,98.61,100.0,64.71
27-05-2026,Press_Line_9,Afternoon,480,10,346,6,1.17,DT-04,OP-023,97.92,86.13,98.27,82.88
16-06-2026,Assembly_Line_10,Morning,480,0,321,3,1.38,DT-00,OP-006,100.0,92.29,99.07,91.42
24-04-2026,Assembly_Line_11,Afternoon,480,0,335,5,1.39,DT-00,OP-054,100.0,97.01,98.51,95.56
10-06-2026,Assembly_Line_5,Afternoon,480,0,372,7,1.24,DT-00,OP-036,100.0,96.1,98.12,94.29
27-04-2026,Press_Line_20,Morning,480,0,449,11,1.0,DT-00,OP-069,100.0,93.54,97.55,91.25
28-05-2026,CNC_Milling_6,Night,480,196,165,1,1.67,DT-01,OP-090,59.17,97.02,99.39,57.06
11-06-2026,Assembly_Line_7,Morning,480,0,355,5,1.25,DT-00,OP-059,100.0,92.45,98.59,91.15
04-07-2026,CNC_Milling_19,Morning,480,0,243,6,1.93,DT-00,OP-016,100.0,97.71,97.53,95.29
18-04-2026,Assembly_Line_6,Morning,480,30,327,4,1.32,DT-02,OP-067,93.75,95.92,98.78,88.82
20-05-2026,Press_Line_11,Afternoon,480,0,432,4,1.09,DT-00,OP-114,100.0,98.1,99.07,97.19
02-05-2026,Assembly_Line_10,Morning,480,0,331,6,1.38,DT-00,OP-034,100.0,95.16,98.19,93.44
29-06-2026,Assembly_Line_1,Morning,480,0,297,1,1.55,DT-00,OP-110,100.0,95.91,99.66,95.58
28-06-2026,Press_Line_11,Afternoon,480,0,432,12,1.09,DT-00,OP-087,100.0,98.1,97.22,95.38
01-05-2026,Press_Line_15,Night,480,0,351,9,1.26,DT-00,OP-032,100.0,92.14,97.44,89.78
22-04-2026,CNC_Milling_11,Afternoon,480,0,235,7,1.9,DT-00,OP-110,100.0,93.02,97.02,90.25
21-04-2026,CNC_Milling_16,Night,480,36,233,2,1.78,DT-03,OP-118,92.5,93.41,99.14,85.66
27-05-2026,Press_Line_18,Morning,480,60,325,9,1.24,DT-01,OP-023,87.5,95.95,97.23,81.63
15-05-2026,Assembly_Line_12,Night,480,66,294,4,1.3,DT-08,OP-037,86.25,92.32,98.64,78.54
26-05-2026,CNC_Milling_1,Morning,480,32,223,2,1.9,DT-01,OP-101,93.33,94.58,99.1,87.48
25-05-2026,Assembly_Line_8,Night,480,0,340,10,1.34,DT-00,OP-099,100.0,94.92,97.06,92.12
12-05-2026,Assembly_Line_7,Night,480,25,339,10,1.25,DT-03,OP-004,94.79,93.13,97.05,85.68
16-05-2026,CNC_Milling_15,Afternoon,480,207,159,5,1.69,DT-01,OP-001,56.88,98.43,96.86,54.22
10-07-2026,CNC_Milling_5,Night,480,23,216,6,1.98,DT-02,OP-054,95.21,93.58,97.22,86.62
18-06-2026,Press_Line_4,Morning,480,21,388,3,1.09,DT-02,OP-109,95.62,92.14,99.23,87.43
22-06-2026,CNC_Milling_7,Night,480,14,253,1,1.55,DT-05,OP-013,97.08,84.15,99.6,81.38
20-06-2026,Press_Line_9,Night,480,2,363,1,1.17,DT-04,OP-085,99.58,88.85,99.72,88.24
03-05-2026,Press_Line_16,Afternoon,480,0,371,9,1.22,DT-00,OP-090,100.0,94.3,97.57,92.01
