Date,Machine ID,Shift,Planned Time (min),Downtime (min),Total Parts Produced,Defective Parts,Ideal Cycle Time (min/unit),Error Code,Operator ID
2026-05-12,Assembly_Line_7,Night,480.0,0.0,363.0,2.0,1.25,DT-00,OP-084
2026-05-12,CNC_Milling_14,Night,480.0,29.0,219.0,2.0,1.99,DT-02,OP-116
2026-05-12,CNC_Milling_17,Night,480.0,167.0,153.0,4.0,1.91,DT-01,OP-046
2026-05-12,CNC_Milling_8,Afternoon,480.0,12.0,272.0,3.0,1.55,DT-04,OP-088
2026-05-12,Press_Line_18,Afternoon,480.0,9.0,326.0,9.0,1.24,DT-04,OP-088
2026-05-13,Assembly_Line_12,Morning,480.0,166.0,227.0,4.0,1.3,DT-01,OP-042
2026-05-13,Assembly_Line_2,Night,480.0,0.0,372.0,9.0,1.22,DT-00,OP-105
2026-05-13,Assembly_Line_4,Night,480.0,9.0,306.0,8.0,1.34,DT-04,OP-109
2026-05-13,Assembly_Line_9,Night,480.0,0.0,311.0,2.0,1.52,DT-00,OP-112
2026-05-13,CNC_Milling_16,Afternoon,480.0,76.0,218.0,2.0,1.78,DT-08,OP-023
2026-05-13,CNC_Milling_18,Morning,480.0,135.0,175.0,1.0,1.81,DT-01,OP-074
2026-05-13,CNC_Milling_18,Morning,480.0,55.0,231.0,6.0,1.81,DT-03,OP-039
2026-05-13,CNC_Milling_6,Morning,480.0,228.0,142.0,2.0,1.67,DT-01,OP-084
2026-05-13,CNC_Milling_7,Night,480.0,40.0,265.0,5.0,1.55,DT-03,OP-062
2026-05-13,Press_Line_11,Night,480.0,0.0,408.0,10.0,1.09,DT-00,OP-040
2026-05-13,Press_Line_18,Night,480.0,2.0,341.0,8.0,1.24,DT-04,OP-069
2026-05-13,Press_Line_20,Morning,480.0,58.0,396.0,4.0,1.0,DT-03,OP-001
2026-05-13,Press_Line_5,Morning,480.0,19.0,353.0,21.0,1.29,DT-06,OP-042
2026-05-13,Press_Line_9,Afternoon,480.0,0.0,381.0,6.0,1.17,DT-00,OP-097
2026-05-14,Assembly_Line_15,Morning,480.0,203.0,170.0,3.0,1.52,DT-01,OP-066
2026-05-14,Assembly_Line_18,Night,480.0,15.0,199.0,6.0,1.56,DT-05,OP-088
2026-05-14,Assembly_Line_9,Morning,480.0,86.0,256.0,1.0,1.52,DT-02,OP-058
2026-05-14,CNC_Milling_11,Morning,480.0,6.0,210.0,6.0,1.9,DT-04,OP-028
2026-05-14,CNC_Milling_13,Afternoon,480.0,45.0,238.0,5.0,1.77,DT-03,OP-007
2026-05-14,CNC_Milling_20,Afternoon,480.0,72.0,213.0,1.0,1.79,DT-02,OP-010
2026-05-15,Assembly_Line_1,Night,480.0,0.0,297.0,3.0,1.55,DT-00,OP-010
2026-05-15,Assembly_Line_12,Night,480.0,66.0,294.0,4.0,1.3,DT-08,OP-037
2026-05-15,Assembly_Line_15,Afternoon,480.0,0.0,309.0,6.0,1.52,DT-00,OP-092
2026-05-15,Assembly_Line_15,Morning,480.0,0.0,304.0,2.0,1.52,DT-00,OP-036
2026-05-15,Assembly_Line_3,Afternoon,480.0,0.0,357.0,7.0,1.31,DT-00,OP-056
2026-05-15,Assembly_Line_8,Morning,480.0,0.0,345.0,6.0,1.34,DT-00,OP-093
2026-05-15,CNC_Milling_14,Afternoon,480.0,0.0,238.0,4.0,1.99,DT-00,OP-062
2026-05-15,CNC_Milling_15,Afternoon,480.0,0.0,271.0,6.0,1.69,DT-00,OP-099
2026-05-15,CNC_Milling_6,Night,480.0,0.0,279.0,3.0,1.67,DT-00,OP-071
2026-05-15,Press_Line_2,Night,480.0,0.0,449.0,9.0,1.01,DT-00,OP-104
2026-05-16,Assembly_Line_11,Morning,480.0,0.0,322.0,9.0,1.39,DT-00,OP-056
2026-05-16,Assembly_Line_12,Afternoon,480.0,34.0,325.0,8.0,1.3,DT-03,OP-117
2026-05-16,Assembly_Line_13,Morning,480.0,7.0,298.0,2.0,1.33,DT-04,OP-073
2026-05-16,Assembly_Line_19,Afternoon,480.0,0.0,358.0,5.0,1.28,DT-00,OP-041
2026-05-16,CNC_Milling_15,Afternoon,480.0,207.0,159.0,5.0,1.69,DT-01,OP-001
2026-05-16,CNC_Milling_18,Morning,480.0,0.0,258.0,1.0,1.81,DT-00,OP-009
2026-05-16,CNC_Milling_8,Night,480.0,0.0,287.0,2.0,1.55,DT-00,OP-010
2026-05-16,Press_Line_16,Night,480.0,0.0,381.0,2.0,1.22,DT-00,OP-108
2026-05-16,Press_Line_6,Morning,480.0,0.0,354.0,5.0,1.27,DT-00,OP-101
2026-05-17,Assembly_Line_15,Night,480.0,75.0,248.0,2.0,1.52,DT-02,OP-073
2026-05-17,Assembly_Line_16,Afternoon,480.0,0.0,299.0,3.0,1.5,DT-00,OP-080
2026-05-17,Assembly_Line_4,Afternoon,480.0,0.0,335.0,1.0,1.34,DT-00,OP-032
2026-05-17,CNC_Milling_12,Night,480.0,165.0,167.0,0.0,1.86,DT-01,OP-047
2026-05-17,CNC_Milling_17,Afternoon,480.0,0.0,246.0,1.0,1.91,DT-00,OP-096
2026-05-17,CNC_Milling_3,Afternoon,480.0,0.0,284.0,1.0,1.67,DT-00,OP-091
2026-05-17,CNC_Milling_9,Afternoon,480.0,14.0,234.0,28.0,1.92,DT-07,OP-034
2026-05-17,Press_Line_13,Night,480.0,0.0,468.0,4.0,1.01,DT-00,OP-051
2026-05-17,Press_Line_14,Morning,480.0,0.0,410.0,8.0,1.08,DT-00,OP-091
2026-05-17,Press_Line_18,Afternoon,480.0,15.0,355.0,41.0,1.24,DT-07,OP-027
2026-05-17,Press_Line_18,Afternoon,480.0,0.0,364.0,3.0,1.24,DT-00,OP-041
2026-05-17,Press_Line_7,Afternoon,480.0,79.0,278.0,4.0,1.36,DT-01,OP-079
2026-05-18,Assembly_Line_9,Afternoon,480.0,19.0,295.0,42.0,1.52,DT-07,OP-111
2026-05-18,CNC_Milling_1,Afternoon,480.0,0.0,248.0,3.0,1.9,DT-00,OP-120
2026-05-18,CNC_Milling_10,Afternoon,480.0,0.0,249.0,7.0,1.8,DT-00,OP-098
2026-05-18,CNC_Milling_16,Night,480.0,185.0,156.0,4.0,1.78,DT-01,OP-004
2026-05-18,CNC_Milling_17,Night,480.0,22.0,234.0,13.0,1.91,DT-06,OP-014
2026-05-18,Press_Line_11,Afternoon,480.0,0.0,426.0,12.0,1.09,DT-00,OP-098
2026-05-18,Press_Line_15,Afternoon,480.0,2.0,335.0,6.0,1.26,DT-04,OP-028
2026-05-18,Press_Line_16,Afternoon,480.0,0.0,368.0,10.0,1.22,DT-00,OP-020
2026-05-19,Assembly_Line_10,Afternoon,480.0,0.0,333.0,7.0,1.38,DT-00,OP-001
2026-05-19,Assembly_Line_13,Afternoon,480.0,2.0,340.0,7.0,1.33,DT-04,OP-050
2026-05-19,CNC_Milling_3,Morning,480.0,0.0,272.0,6.0,1.67,DT-00,OP-078
2026-05-19,Press_Line_13,Morning,480.0,0.0,467.0,12.0,1.01,DT-00,OP-109
2026-05-19,Press_Line_14,Morning,480.0,0.0,434.0,7.0,1.08,DT-00,OP-015
2026-05-19,Press_Line_20,Night,480.0,0.0,468.0,11.0,1.0,DT-00,OP-110
2026-05-20,Assembly_Line_13,Morning,480.0,0.0,343.0,5.0,1.33,DT-00,OP-096
2026-05-20,Assembly_Line_20,Morning,480.0,0.0,328.0,10.0,1.39,DT-00,OP-082
2026-05-20,Assembly_Line_9,Morning,480.0,5.0,285.0,5.0,1.52,DT-04,OP-081
2026-05-20,CNC_Milling_10,Morning,480.0,0.0,249.0,1.0,1.8,DT-00,OP-038
2026-05-20,CNC_Milling_13,Morning,480.0,0.0,251.0,5.0,1.77,DT-00,OP-108
2026-05-20,CNC_Milling_15,Afternoon,480.0,0.0,278.0,4.0,1.69,DT-00,OP-094
2026-05-20,CNC_Milling_16,Afternoon,480.0,66.0,226.0,5.0,1.78,DT-01,OP-049
2026-05-20,Press_Line_11,Afternoon,480.0,0.0,432.0,4.0,1.09,DT-00,OP-114
2026-05-20,Press_Line_15,Afternoon,480.0,68.0,320.0,7.0,1.26,DT-01,OP-011
2026-05-20,Press_Line_4,Night,480.0,0.0,411.0,1.0,1.09,DT-00,OP-038
2026-05-20,Press_Line_9,Morning,480.0,95.0,302.0,5.0,1.17,DT-01,OP-120
2026-05-20,Press_Line_9,Morning,480.0,44.0,350.0,6.0,1.17,DT-03,OP-115
2026-05-21,Assembly_Line_17,Night,480.0,0.0,366.0,3.0,1.29,DT-00,OP-052
2026-05-21,CNC_Milling_13,Night,480.0,0.0,250.0,3.0,1.77,DT-00,OP-058
2026-05-21,CNC_Milling_13,Night,480.0,0.0,251.0,1.0,1.77,DT-00,OP-056
2026-05-21,CNC_Milling_20,Night,480.0,39.0,235.0,5.0,1.79,DT-03,OP-035
2026-05-21,CNC_Milling_9,Morning,480.0,0.0,231.0,7.0,1.92,DT-00,OP-111
2026-05-21,CNC_Milling_9,Night,480.0,0.0,242.0,3.0,1.92,DT-00,OP-028
2026-05-21,Press_Line_12,Night,480.0,34.0,356.0,3.0,1.2,DT-02,OP-095
2026-05-21,Press_Line_13,Morning,480.0,0.0,465.0,9.0,1.01,DT-00,OP-092
2026-05-22,Assembly_Line_10,Afternoon,480.0,51.0,292.0,7.0,1.38,DT-02,OP-036
2026-05-22,Assembly_Line_12,Morning,480.0,129.0,267.0,7.0,1.3,DT-01,OP-004
2026-05-22,Assembly_Line_14,Afternoon,480.0,11.0,228.0,6.0,1.67,DT-04,OP-018
2026-05-22,Assembly_Line_14,Afternoon,480.0,0.0,281.0,7.0,1.67,DT-00,OP-060
2026-05-22,Assembly_Line_15,Morning,480.0,6.0,207.0,6.0,1.52,DT-05,OP-010
2026-05-22,Assembly_Line_15,Morning,480.0,84.0,244.0,2.0,1.52,DT-08,OP-085
2026-05-22,Assembly_Line_18,Night,480.0,38.0,264.0,7.0,1.56,DT-01,OP-003
2026-05-22,CNC_Milling_10,Night,480.0,0.0,264.0,1.0,1.8,DT-00,OP-061
2026-05-22,CNC_Milling_16,Morning,480.0,0.0,252.0,2.0,1.78,DT-00,OP-053
2026-05-22,CNC_Milling_2,Night,480.0,0.0,243.0,2.0,1.85,DT-00,OP-008
2026-05-22,CNC_Milling_20,Night,480.0,83.0,204.0,1.0,1.79,DT-01,OP-084
2026-05-22,CNC_Milling_9,Morning,480.0,0.0,242.0,2.0,1.92,DT-00,OP-038
2026-05-22,Press_Line_14,Morning,480.0,0.0,421.0,9.0,1.08,DT-00,OP-016
2026-05-22,Press_Line_17,Morning,480.0,100.0,344.0,1.0,1.09,DT-01,OP-015
2026-05-22,Press_Line_4,Night,480.0,0.0,427.0,6.0,1.09,DT-00,OP-031
2026-05-23,Assembly_Line_10,Afternoon,480.0,62.0,290.0,4.0,1.38,DT-01,OP-092
2026-05-23,Assembly_Line_10,Afternoon,480.0,0.0,331.0,2.0,1.38,DT-00,OP-026
2026-05-23,Assembly_Line_16,Night,480.0,13.0,207.0,4.0,1.5,DT-05,OP-074
2026-05-23,Assembly_Line_2,Morning,480.0,2.0,298.0,3.0,1.22,DT-05,OP-095
2026-05-23,Assembly_Line_9,Night,480.0,24.0,288.0,3.0,1.52,DT-03,OP-104
2026-05-23,CNC_Milling_10,Morning,480.0,0.0,258.0,1.0,1.8,DT-00,OP-067
2026-05-23,CNC_Milling_17,Morning,480.0,0.0,237.0,6.0,1.91,DT-00,OP-070
2026-05-23,CNC_Milling_8,Night,480.0,5.0,269.0,8.0,1.55,DT-04,OP-046
2026-05-23,Press_Line_15,Night,480.0,0.0,380.0,9.0,1.26,DT-00,OP-091
2026-05-23,Press_Line_16,Afternoon,480.0,0.0,369.0,7.0,1.22,DT-00,OP-080
2026-05-23,Press_Line_17,Morning,480.0,0.0,426.0,2.0,1.09,DT-00,OP-077
2026-05-23,Press_Line_8,Night,480.0,58.0,406.0,5.0,1.03,DT-02,OP-045
2026-05-24,Assembly_Line_2,Morning,480.0,60.0,343.0,5.0,1.22,DT-03,OP-015
2026-05-24,CNC_Milling_4,Night,480.0,0.0,302.0,5.0,1.58,DT-00,OP-059
2026-05-24,CNC_Milling_5,Night,480.0,80.0,189.0,5.0,1.98,DT-01,OP-039
2026-05-24,CNC_Milling_7,Morning,480.0,0.0,308.0,2.0,1.55,DT-00,OP-040
2026-05-24,CNC_Milling_9,Night,480.0,0.0,243.0,5.0,1.92,DT-00,OP-114
2026-05-24,Press_Line_11,Morning,480.0,86.0,354.0,8.0,1.09,DT-02,OP-073
2026-05-24,Press_Line_13,Morning,480.0,12.0,437.0,5.0,1.01,DT-03,OP-051
2026-05-24,Press_Line_14,Morning,480.0,168.0,267.0,3.0,1.08,DT-01,OP-007
2026-05-24,Press_Line_17,Afternoon,480.0,0.0,431.0,8.0,1.09,DT-00,OP-074
2026-05-24,Press_Line_19,Night,480.0,0.0,359.0,11.0,1.32,DT-00,OP-087
2026-05-24,Press_Line_2,Night,480.0,0.0,437.0,11.0,1.01,DT-00,OP-100
2026-05-24,Press_Line_20,Afternoon,480.0,139.0,318.0,5.0,1.0,DT-01,OP-058
2026-05-24,Press_Line_4,Afternoon,480.0,1.0,263.0,5.0,1.09,DT-05,OP-046
2026-05-25,Assembly_Line_14,Night,480.0,0.0,271.0,6.0,1.67,DT-00,OP-071
2026-05-25,Assembly_Line_8,Afternoon,480.0,30.0,316.0,4.0,1.34,DT-03,OP-083
2026-05-25,Assembly_Line_8,Night,480.0,0.0,340.0,10.0,1.34,DT-00,OP-099
2026-05-25,CNC_Milling_11,Morning,480.0,11.0,212.0,3.0,1.9,DT-04,OP-089
2026-05-25,CNC_Milling_11,Morning,480.0,0.0,246.0,7.0,1.9,DT-00,OP-075
2026-05-25,CNC_Milling_18,Afternoon,480.0,0.0,254.0,4.0,1.81,DT-00,OP-073
2026-05-25,CNC_Milling_9,Night,480.0,25.0,235.0,12.0,1.92,DT-06,OP-100
2026-05-25,Press_Line_1,Afternoon,480.0,42.0,343.0,1.0,1.26,DT-08,OP-106
2026-05-25,Press_Line_13,Afternoon,480.0,6.0,395.0,3.0,1.01,DT-05,OP-056
2026-05-25,Press_Line_18,Afternoon,480.0,0.0,361.0,4.0,1.24,DT-00,OP-039
2026-05-26,Assembly_Line_11,Night,480.0,20.0,200.0,3.0,1.39,DT-05,OP-084
2026-05-26,Assembly_Line_13,Morning,480.0,0.0,351.0,5.0,1.33,DT-00,OP-036
2026-05-26,Assembly_Line_19,Afternoon,480.0,0.0,350.0,2.0,1.28,DT-00,OP-085
2026-05-26,Assembly_Line_2,Night,480.0,26.0,360.0,10.0,1.22,DT-02,OP-040
2026-05-26,Assembly_Line_6,Afternoon,480.0,44.0,314.0,5.0,1.32,DT-02,OP-031
2026-05-26,CNC_Milling_1,Morning,480.0,32.0,223.0,2.0,1.9,DT-01,OP-101
2026-05-26,CNC_Milling_20,Morning,480.0,17.0,205.0,3.0,1.79,DT-05,OP-066
2026-05-26,Press_Line_16,Morning,480.0,0.0,379.0,2.0,1.22,DT-00,OP-094
2026-05-26,Press_Line_17,Morning,480.0,0.0,411.0,2.0,1.09,DT-00,OP-069
2026-05-27,Assembly_Line_1,Morning,480.0,0.0,291.0,7.0,1.55,DT-00,OP-022
2026-05-27,Assembly_Line_16,Night,480.0,0.0,319.0,4.0,1.5,DT-00,OP-052
2026-05-27,Assembly_Line_3,Afternoon,480.0,80.0,294.0,8.0,1.31,DT-02,OP-109
2026-05-27,Assembly_Line_6,Afternoon,480.0,0.0,347.0,3.0,1.32,DT-00,OP-023
2026-05-27,CNC_Milling_16,Morning,480.0,0.0,253.0,5.0,1.78,DT-00,OP-100
2026-05-27,CNC_Milling_7,Afternoon,480.0,0.0,295.0,5.0,1.55,DT-00,OP-034
2026-05-27,Press_Line_12,Afternoon,480.0,14.0,380.0,47.0,1.2,DT-07,OP-074
2026-05-27,Press_Line_13,Morning,480.0,0.0,456.0,7.0,1.01,DT-00,OP-040
2026-05-27,Press_Line_14,Night,480.0,0.0,440.0,9.0,1.08,DT-00,OP-019
2026-05-27,Press_Line_18,Morning,480.0,60.0,325.0,9.0,1.24,DT-01,OP-023
2026-05-27,Press_Line_9,Afternoon,480.0,10.0,346.0,6.0,1.17,DT-04,OP-023
2026-05-28,Assembly_Line_10,Morning,480.0,0.0,329.0,4.0,1.38,DT-00,OP-073
2026-05-28,Assembly_Line_15,Morning,480.0,2.0,264.0,4.0,1.52,DT-04,OP-097
2026-05-28,Assembly_Line_4,Night,480.0,0.0,350.0,9.0,1.34,DT-00,OP-049
2026-05-28,CNC_Milling_1,Afternoon,480.0,0.0,233.0,2.0,1.9,DT-00,OP-100
2026-05-28,CNC_Milling_13,Morning,480.0,10.0,264.0,19.0,1.77,DT-06,OP-069
2026-05-28,CNC_Milling_18,Morning,480.0,14.0,234.0,5.0,1.81,DT-04,OP-059
2026-05-28,CNC_Milling_19,Afternoon,480.0,0.0,233.0,5.0,1.93,DT-00,OP-111
2026-05-28,CNC_Milling_6,Night,480.0,196.0,165.0,1.0,1.67,DT-01,OP-090
2026-05-28,Press_Line_1,Morning,480.0,47.0,319.0,8.0,1.26,DT-03,OP-002
2026-05-28,Press_Line_10,Morning,480.0,55.0,400.0,1.0,1.01,DT-02,OP-039
2026-05-28,Press_Line_10,Morning,480.0,9.0,420.0,2.0,1.01,DT-04,OP-093
2026-05-28,Press_Line_13,Morning,480.0,0.0,457.0,11.0,1.01,DT-00,OP-086
2026-05-28,Press_Line_2,Night,480.0,0.0,474.0,7.0,1.01,DT-00,OP-046
2026-05-29,Assembly_Line_10,Morning,480.0,0.0,337.0,6.0,1.38,DT-00,OP-025
2026-05-29,Assembly_Line_11,Afternoon,480.0,0.0,320.0,3.0,1.39,DT-00,OP-096
2026-05-29,Assembly_Line_11,Morning,480.0,0.0,325.0,8.0,1.39,DT-00,OP-090
2026-05-29,Assembly_Line_14,Night,480.0,0.0,284.0,4.0,1.67,DT-00,OP-056
2026-05-29,CNC_Milling_16,Night,480.0,0.0,268.0,7.0,1.78,DT-00,OP-090
2026-05-29,CNC_Milling_20,Afternoon,480.0,25.0,248.0,3.0,1.79,DT-02,OP-040
2026-05-29,Press_Line_16,Morning,480.0,23.0,346.0,8.0,1.22,DT-03,OP-027
2026-05-29,Press_Line_7,Night,480.0,46.0,300.0,8.0,1.36,DT-02,OP-117
2026-05-30,Assembly_Line_2,Morning,480.0,31.0,365.0,8.0,1.22,DT-02,OP-067
2026-05-30,Assembly_Line_20,Night,480.0,0.0,317.0,7.0,1.39,DT-00,OP-108
2026-05-30,CNC_Milling_10,Morning,480.0,0.0,252.0,1.0,1.8,DT-00,OP-093
2026-05-30,CNC_Milling_16,Afternoon,480.0,22.0,249.0,3.0,1.78,DT-03,OP-006
2026-05-30,CNC_Milling_3,Night,480.0,14.0,268.0,28.0,1.67,DT-07,OP-014
2026-05-30,CNC_Milling_7,Night,480.0,133.0,221.0,1.0,1.55,DT-01,OP-021
2026-05-30,Press_Line_14,Night,480.0,230.0,231.0,4.0,1.08,DT-01,OP-044
2026-05-30,Press_Line_15,Afternoon,480.0,0.0,359.0,3.0,1.26,DT-00,OP-083
2026-05-30,Press_Line_18,Night,480.0,0.0,364.0,7.0,1.24,DT-00,OP-115
2026-05-30,Press_Line_5,Night,480.0,20.0,337.0,16.0,1.29,DT-06,OP-074
2026-05-31,Assembly_Line_16,Night,480.0,139.0,212.0,1.0,1.5,DT-01,OP-027
2026-05-31,Assembly_Line_20,Morning,480.0,0.0,328.0,4.0,1.39,DT-00,OP-050
2026-05-31,CNC_Milling_14,Afternoon,480.0,5.0,197.0,6.0,1.99,DT-04,OP-036
2026-05-31,CNC_Milling_3,Night,480.0,9.0,264.0,24.0,1.67,DT-07,OP-026
2026-05-31,Press_Line_14,Afternoon,480.0,16.0,273.0,2.0,1.08,DT-05,OP-079
2026-05-31,Press_Line_20,Morning,480.0,0.0,460.0,5.0,1.0,DT-00,OP-009
2026-05-31,Press_Line_3,Morning,480.0,11.0,374.0,7.0,1.11,DT-04,OP-043
2026-05-31,Press_Line_6,Night,480.0,0.0,377.0,5.0,1.27,DT-00,OP-017
2026-06-01,Assembly_Line_18,Afternoon,480.0,113.0,232.0,3.0,1.56,DT-01,OP-082
2026-06-01,CNC_Milling_13,Afternoon,480.0,14.0,236.0,4.0,1.77,DT-04,OP-038
2026-06-01,CNC_Milling_4,Afternoon,480.0,0.0,292.0,5.0,1.58,DT-00,OP-102
2026-06-01,Press_Line_10,Morning,480.0,0.0,440.0,13.0,1.01,DT-00,OP-064
2026-06-01,Press_Line_15,Night,480.0,0.0,358.0,8.0,1.26,DT-00,OP-099
2026-06-01,Press_Line_20,Afternoon,480.0,0.0,475.0,7.0,1.0,DT-00,OP-103
2026-06-01,Press_Line_4,Afternoon,480.0,0.0,439.0,13.0,1.09,DT-00,OP-106
2026-06-01,Press_Line_4,Morning,480.0,0.0,426.0,11.0,1.09,DT-00,OP-087
2026-06-02,Assembly_Line_12,Night,480.0,0.0,361.0,2.0,1.3,DT-00,OP-098
2026-06-02,Assembly_Line_9,Afternoon,480.0,0.0,300.0,5.0,1.52,DT-00,OP-025
2026-06-02,CNC_Milling_15,Morning,480.0,38.0,252.0,7.0,1.69,DT-03,OP-014
2026-06-02,CNC_Milling_16,Afternoon,480.0,0.0,258.0,6.0,1.78,DT-00,OP-036
2026-06-02,CNC_Milling_5,Afternoon,480.0,1.0,147.0,3.0,1.98,DT-05,OP-014
2026-06-02,CNC_Milling_6,Morning,480.0,52.0,251.0,7.0,1.67,DT-02,OP-059
2026-06-02,Press_Line_19,Morning,480.0,20.0,348.0,48.0,1.32,DT-07,OP-084
2026-06-02,Press_Line_20,Morning,480.0,15.0,463.0,53.0,1.0,DT-07,OP-029
2026-06-02,Press_Line_5,Afternoon,480.0,60.0,314.0,4.0,1.29,DT-02,OP-042
2026-06-03,Assembly_Line_12,Morning,480.0,180.0,229.0,4.0,1.3,DT-01,OP-086
2026-06-03,Assembly_Line_17,Afternoon,480.0,0.0,355.0,3.0,1.29,DT-00,OP-060
2026-06-03,Assembly_Line_3,Night,480.0,0.0,348.0,4.0,1.31,DT-00,OP-090
2026-06-03,CNC_Milling_10,Night,480.0,0.0,264.0,1.0,1.8,DT-00,OP-051
2026-06-03,CNC_Milling_16,Night,480.0,102.0,200.0,1.0,1.78,DT-01,OP-009
2026-06-03,CNC_Milling_18,Night,480.0,0.0,246.0,3.0,1.81,DT-00,OP-116
2026-06-03,CNC_Milling_9,Afternoon,480.0,0.0,236.0,1.0,1.92,DT-00,OP-101
2026-06-03,Press_Line_10,Night,480.0,2.0,431.0,4.0,1.01,DT-04,OP-080
2026-06-03,Press_Line_12,Afternoon,480.0,0.0,372.0,3.0,1.2,DT-00,OP-005
2026-06-03,Press_Line_17,Night,480.0,0.0,432.0,5.0,1.09,DT-00,OP-094
2026-06-03,Press_Line_6,Night,480.0,34.0,324.0,4.0,1.27,DT-02,OP-078
2026-06-03,Press_Line_9,Afternoon,480.0,90.0,316.0,3.0,1.17,DT-02,OP-043
2026-06-04,Assembly_Line_1,Night,480.0,10.0,270.0,2.0,1.55,DT-04,OP-015
2026-06-04,Assembly_Line_10,Afternoon,480.0,205.0,197.0,4.0,1.38,DT-01,OP-115
2026-06-04,Assembly_Line_11,Night,480.0,0.0,332.0,5.0,1.39,DT-00,OP-117
2026-06-04,Assembly_Line_7,Afternoon,480.0,0.0,382.0,7.0,1.25,DT-00,OP-069
2026-06-04,CNC_Milling_1,Afternoon,480.0,45.0,212.0,5.0,1.9,DT-01,OP-114
2026-06-04,CNC_Milling_14,Night,480.0,190.0,142.0,2.0,1.99,DT-01,OP-074
2026-06-04,CNC_Milling_5,Morning,480.0,79.0,188.0,5.0,1.98,DT-02,OP-016
2026-06-04,Press_Line_11,Night,480.0,0.0,438.0,13.0,1.09,DT-00,OP-044
2026-06-04,Press_Line_18,Afternoon,480.0,0.0,358.0,1.0,1.24,DT-00,OP-070
2026-06-04,Press_Line_4,Afternoon,480.0,0.0,416.0,7.0,1.09,DT-00,OP-042
2026-06-05,Assembly_Line_13,Night,480.0,0.0,347.0,9.0,1.33,DT-00,OP-061
2026-06-05,Assembly_Line_20,Afternoon,480.0,163.0,215.0,6.0,1.39,DT-01,OP-008
2026-06-05,CNC_Milling_14,Night,480.0,11.0,222.0,24.0,1.99,DT-07,OP-039
2026-06-05,CNC_Milling_3,Afternoon,480.0,0.0,267.0,3.0,1.67,DT-00,OP-011
2026-06-05,CNC_Milling_7,Afternoon,480.0,16.0,294.0,6.0,1.55,DT-02,OP-009
2026-06-05,Press_Line_17,Night,480.0,13.0,425.0,11.0,1.09,DT-02,OP-048
2026-06-06,Assembly_Line_11,Afternoon,480.0,0.0,338.0,9.0,1.39,DT-00,OP-038
2026-06-06,CNC_Milling_1,Night,480.0,0.0,251.0,1.0,1.9,DT-00,OP-024
2026-06-06,CNC_Milling_11,Afternoon,480.0,8.0,154.0,3.0,1.9,DT-05,OP-024
2026-06-06,Press_Line_15,Night,480.0,0.0,366.0,5.0,1.26,DT-00,OP-070
2026-06-06,Press_Line_16,Morning,480.0,59.0,340.0,3.0,1.22,DT-02,OP-011
2026-06-06,Press_Line_18,Afternoon,480.0,33.0,353.0,6.0,1.24,DT-03,OP-058
2026-06-06,Press_Line_7,Night,480.0,0.0,330.0,3.0,1.36,DT-00,OP-108
2026-06-07,Assembly_Line_1,Morning,480.0,0.0,301.0,4.0,1.55,DT-00,OP-095
2026-06-07,Assembly_Line_16,Night,480.0,1.0,286.0,5.0,1.5,DT-04,OP-053
2026-06-07,Assembly_Line_18,Morning,480.0,0.0,283.0,4.0,1.56,DT-00,OP-119
2026-06-07,Assembly_Line_4,Night,480.0,27.0,331.0,22.0,1.34,DT-06,OP-082
2026-06-07,Assembly_Line_8,Afternoon,480.0,12.0,239.0,2.0,1.34,DT-05,OP-089
2026-06-07,CNC_Milling_10,Afternoon,480.0,12.0,241.0,6.0,1.8,DT-04,OP-084
2026-06-07,Press_Line_2,Morning,480.0,0.0,474.0,4.0,1.01,DT-00,OP-003
2026-06-07,Press_Line_5,Morning,480.0,11.0,337.0,6.0,1.29,DT-03,OP-049
2026-06-08,Assembly_Line_12,Night,480.0,13.0,300.0,2.0,1.3,DT-04,OP-090
2026-06-08,Assembly_Line_16,Morning,480.0,0.0,300.0,5.0,1.5,DT-00,OP-063
2026-06-08,Assembly_Line_2,Afternoon,480.0,0.0,368.0,11.0,1.22,DT-00,OP-042
2026-06-08,Assembly_Line_4,Afternoon,480.0,0.0,338.0,3.0,1.34,DT-00,OP-020
2026-06-08,Assembly_Line_9,Morning,480.0,18.0,285.0,19.0,1.52,DT-06,OP-026
2026-06-08,CNC_Milling_13,Night,480.0,28.0,249.0,17.0,1.77,DT-06,OP-067
2026-06-08,Press_Line_11,Morning,480.0,3.0,397.0,8.0,1.09,DT-04,OP-096
2026-06-08,Press_Line_13,Morning,480.0,0.0,453.0,6.0,1.01,DT-00,OP-060
2026-06-08,Press_Line_14,Morning,480.0,0.0,417.0,12.0,1.08,DT-00,OP-003
2026-06-08,Press_Line_16,Morning,480.0,39.0,349.0,8.0,1.22,DT-01,OP-079
2026-06-08,Press_Line_16,Night,480.0,0.0,366.0,6.0,1.22,DT-00,OP-009
2026-06-08,Press_Line_3,Afternoon,480.0,0.0,425.0,3.0,1.11,DT-00,OP-082
2026-06-09,Assembly_Line_11,Afternoon,480.0,0.0,333.0,5.0,1.39,DT-00,OP-016
2026-06-09,Assembly_Line_14,Afternoon,480.0,46.0,248.0,2.0,1.67,DT-08,OP-025
2026-06-09,Assembly_Line_19,Night,480.0,0.0,362.0,5.0,1.28,DT-00,OP-079
