Machine ID,Date,Shift,OEE,Production Loss (units),Throughput Loss (units),Downtime Cost,Scrap Cost,Production Loss Cost,Estimated Business Loss,Primary Business Driver,Business Loss Breakdown,Priority Score,Priority,Top Loss Driver Rank
CNC_Milling_5,2026-07-11,Night,91.57,18,8,8400.0,240.0,4606.06,13246.06,Downtime Cost,"Downtime (₹8,400.00) + Scrap (₹240.00) + Prod. Loss (₹4,606.06)",16,Low,396
Press_Line_15,2026-07-06,Morning,90.04,33,24,4400.0,600.0,8238.1,13238.1,Production Loss Cost,"Downtime (₹4,400.00) + Scrap (₹600.00) + Prod. Loss (₹8,238.10)",15,Low,397
Assembly_Line_2,2026-07-02,Morning,93.79,17,1,8000.0,840.0,4360.66,13200.66,Downtime Cost,"Downtime (₹8,000.00) + Scrap (₹840.00) + Prod. Loss (₹4,360.66)",15,Low,398
CNC_Milling_5,2026-04-30,Morning,79.61,43,41,1600.0,720.0,10856.06,13176.06,Production Loss Cost,"Downtime (₹1,600.00) + Scrap (₹720.00) + Prod. Loss (₹10,856.06)",14,Low,399
CNC_Milling_8,2026-05-23,Night,84.28,41,37,2000.0,960.0,10169.35,13129.35,Production Loss Cost,"Downtime (₹2,000.00) + Scrap (₹960.00) + Prod. Loss (₹10,169.35)",13,Low,400
CNC_Milling_11,2026-06-30,Night,92.23,18,7,8400.0,240.0,4407.89,13047.89,Downtime Cost,"Downtime (₹8,400.00) + Scrap (₹240.00) + Prod. Loss (₹4,407.89)",16,Low,401
Press_Line_15,2026-05-18,Afternoon,86.36,46,44,800.0,720.0,11488.1,13008.1,Production Loss Cost,"Downtime (₹800.00) + Scrap (₹720.00) + Prod. Loss (₹11,488.10)",12,Low,402
Press_Line_11,2026-06-08,Morning,88.34,43,41,1200.0,960.0,10841.74,13001.74,Production Loss Cost,"Downtime (₹1,200.00) + Scrap (₹960.00) + Prod. Loss (₹10,841.74)",11,Low,403
CNC_Milling_9,2026-05-17,Afternoon,82.4,16,9,5600.0,3360.0,4000.0,12960.0,Downtime Cost,"Downtime (₹5,600.00) + Scrap (₹3,360.00) + Prod. Loss (₹4,000.00)",16,Low,404
Press_Line_9,2026-06-20,Night,88.24,47,46,800.0,120.0,11814.1,12734.1,Production Loss Cost,"Downtime (₹800.00) + Scrap (₹120.00) + Prod. Loss (₹11,814.10)",11,Low,405
CNC_Milling_20,2026-06-14,Morning,86.89,28,21,4800.0,840.0,7039.11,12679.11,Production Loss Cost,"Downtime (₹4,800.00) + Scrap (₹840.00) + Prod. Loss (₹7,039.11)",12,Low,406
CNC_Milling_4,2026-06-19,Afternoon,89.53,25,16,5600.0,840.0,6199.37,12639.37,Production Loss Cost,"Downtime (₹5,600.00) + Scrap (₹840.00) + Prod. Loss (₹6,199.37)",16,Low,407
Press_Line_8,2026-05-08,Morning,93.77,18,2,6800.0,1320.0,4504.85,12624.85,Downtime Cost,"Downtime (₹6,800.00) + Scrap (₹1,320.00) + Prod. Loss (₹4,504.85)",15,Low,408
Press_Line_10,2026-06-03,Night,89.85,44,42,800.0,480.0,11061.88,12341.88,Production Loss Cost,"Downtime (₹800.00) + Scrap (₹480.00) + Prod. Loss (₹11,061.88)",11,Low,409
CNC_Milling_3,2026-05-31,Night,83.5,23,18,3600.0,2880.0,5856.29,12336.29,Production Loss Cost,"Downtime (₹3,600.00) + Scrap (₹2,880.00) + Prod. Loss (₹5,856.29)",15,Low,410
CNC_Milling_9,2026-04-29,Morning,87.6,26,19,5200.0,600.0,6500.0,12300.0,Production Loss Cost,"Downtime (₹5,200.00) + Scrap (₹600.00) + Prod. Loss (₹6,500.00)",16,Low,411
Assembly_Line_1,2026-06-22,Afternoon,85.9,39,35,2000.0,600.0,9669.35,12269.35,Production Loss Cost,"Downtime (₹2,000.00) + Scrap (₹600.00) + Prod. Loss (₹9,669.35)",12,Low,412
CNC_Milling_14,2026-06-05,Night,82.09,19,14,4400.0,2880.0,4801.51,12081.51,Production Loss Cost,"Downtime (₹4,400.00) + Scrap (₹2,880.00) + Prod. Loss (₹4,801.51)",16,Low,413
CNC_Milling_7,2026-07-04,Morning,82.34,12,5,4000.0,5160.0,2919.35,12079.35,Scrap Cost,"Downtime (₹4,000.00) + Scrap (₹5,160.00) + Prod. Loss (₹2,919.35)",15,Low,414
CNC_Milling_10,2026-06-07,Afternoon,88.12,26,19,4800.0,720.0,6416.67,11936.67,Production Loss Cost,"Downtime (₹4,800.00) + Scrap (₹720.00) + Prod. Loss (₹6,416.67)",12,Low,415
CNC_Milling_19,2026-06-29,Night,83.23,41,39,1600.0,120.0,10176.17,11896.17,Production Loss Cost,"Downtime (₹1,600.00) + Scrap (₹120.00) + Prod. Loss (₹10,176.17)",13,Low,416
Assembly_Line_14,2026-06-27,Night,83.5,41,40,800.0,720.0,10356.29,11876.29,Production Loss Cost,"Downtime (₹800.00) + Scrap (₹720.00) + Prod. Loss (₹10,356.29)",12,Low,417
Assembly_Line_11,2026-06-29,Morning,92.67,21,11,6000.0,480.0,5330.94,11810.94,Downtime Cost,"Downtime (₹6,000.00) + Scrap (₹480.00) + Prod. Loss (₹5,330.94)",15,Low,418
CNC_Milling_5,2026-06-27,Night,91.16,15,6,7200.0,720.0,3856.06,11776.06,Downtime Cost,"Downtime (₹7,200.00) + Scrap (₹720.00) + Prod. Loss (₹3,856.06)",15,Low,419
Assembly_Line_16,2026-06-22,Afternoon,89.69,32,26,3600.0,120.0,8000.0,11720.0,Production Loss Cost,"Downtime (₹3,600.00) + Scrap (₹120.00) + Prod. Loss (₹8,000.00)",11,Low,420
CNC_Milling_18,2026-07-06,Night,84.09,38,36,1600.0,480.0,9548.34,11628.34,Production Loss Cost,"Downtime (₹1,600.00) + Scrap (₹480.00) + Prod. Loss (₹9,548.34)",12,Low,421
CNC_Milling_13,2026-06-18,Night,87.02,30,26,3200.0,600.0,7546.61,11346.61,Production Loss Cost,"Downtime (₹3,200.00) + Scrap (₹600.00) + Prod. Loss (₹7,546.61)",12,Low,422
Assembly_Line_8,2026-07-06,Night,84.59,14,9,2800.0,4920.0,3552.24,11272.24,Scrap Cost,"Downtime (₹2,800.00) + Scrap (₹4,920.00) + Prod. Loss (₹3,552.24)",14,Low,423
CNC_Milling_7,2026-06-05,Afternoon,93.0,16,5,6400.0,720.0,3919.35,11039.35,Downtime Cost,"Downtime (₹6,400.00) + Scrap (₹720.00) + Prod. Loss (₹3,919.35)",14,Low,424
Assembly_Line_14,2026-06-24,Afternoon,83.5,25,22,2000.0,2640.0,6356.29,10996.29,Production Loss Cost,"Downtime (₹2,000.00) + Scrap (₹2,640.00) + Prod. Loss (₹6,356.29)",14,Low,425
Press_Line_2,2026-05-24,Night,89.64,38,38,0.0,1320.0,9561.88,10881.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹9,561.88)",6,Low,426
Press_Line_2,2026-05-24,Night,89.64,38,38,0.0,1320.0,9561.88,10881.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹9,561.88)",6,Low,426
CNC_Milling_3,2026-04-23,Morning,91.85,15,6,6000.0,960.0,3856.29,10816.29,Downtime Cost,"Downtime (₹6,000.00) + Scrap (₹960.00) + Prod. Loss (₹3,856.29)",15,Low,427
CNC_Milling_19,2026-05-05,Morning,90.07,20,13,5200.0,600.0,4926.17,10726.17,Downtime Cost,"Downtime (₹5,200.00) + Scrap (₹600.00) + Prod. Loss (₹4,926.17)",11,Low,428
Assembly_Line_5,2026-07-12,Morning,91.19,28,22,2800.0,720.0,7024.19,10544.19,Production Loss Cost,"Downtime (₹2,800.00) + Scrap (₹720.00) + Prod. Loss (₹7,024.19)",10,Low,429
Press_Line_3,2026-06-30,Night,92.27,31,26,2400.0,240.0,7858.11,10498.11,Production Loss Cost,"Downtime (₹2,400.00) + Scrap (₹240.00) + Prod. Loss (₹7,858.11)",10,Low,430
CNC_Milling_4,2026-06-27,Morning,91.18,25,18,4000.0,240.0,6199.37,10439.37,Production Loss Cost,"Downtime (₹4,000.00) + Scrap (₹240.00) + Prod. Loss (₹6,199.37)",14,Low,431
Press_Line_10,2026-06-01,Morning,89.85,35,35,0.0,1560.0,8811.88,10371.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,560.00) + Prod. Loss (₹8,811.88)",6,Low,432
Press_Line_10,2026-06-01,Morning,89.85,35,35,0.0,1560.0,8811.88,10371.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,560.00) + Prod. Loss (₹8,811.88)",6,Low,432
Press_Line_17,2026-06-05,Night,94.01,15,3,5200.0,1320.0,3841.74,10361.74,Downtime Cost,"Downtime (₹5,200.00) + Scrap (₹1,320.00) + Prod. Loss (₹3,841.74)",14,Low,433
Assembly_Line_17,2026-06-27,Afternoon,87.88,10,3,3600.0,4200.0,2523.26,10323.26,Scrap Cost,"Downtime (₹3,600.00) + Scrap (₹4,200.00) + Prod. Loss (₹2,523.26)",13,Low,434
Assembly_Line_9,2026-05-20,Morning,88.67,31,28,2000.0,600.0,7697.37,10297.37,Production Loss Cost,"Downtime (₹2,000.00) + Scrap (₹600.00) + Prod. Loss (₹7,697.37)",11,Low,435
Press_Line_13,2026-06-24,Night,90.9,38,38,0.0,600.0,9561.88,10161.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹9,561.88)",5,Low,436
Press_Line_13,2026-06-24,Night,90.9,38,38,0.0,600.0,9561.88,10161.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹9,561.88)",5,Low,436
CNC_Milling_17,2026-04-30,Night,82.37,14,11,2800.0,3600.0,3577.23,9977.23,Scrap Cost,"Downtime (₹2,800.00) + Scrap (₹3,600.00) + Prod. Loss (₹3,577.23)",15,Low,437
Press_Line_20,2026-05-11,Night,90.83,35,35,0.0,1080.0,8750.0,9830.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹8,750.00)",5,Low,438
Press_Line_20,2026-05-11,Night,90.83,35,35,0.0,1080.0,8750.0,9830.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹8,750.00)",5,Low,438
Press_Line_8,2026-06-17,Morning,90.77,35,35,0.0,960.0,8754.85,9714.85,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹8,754.85)",5,Low,439
Press_Line_8,2026-06-17,Morning,90.77,35,35,0.0,960.0,8754.85,9714.85,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹8,754.85)",5,Low,439
Press_Line_9,2026-07-10,Night,89.21,33,33,0.0,1320.0,8314.1,9634.1,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹8,314.10)",6,Low,440
Press_Line_9,2026-07-10,Night,89.21,33,33,0.0,1320.0,8314.1,9634.1,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹8,314.10)",6,Low,440
Press_Line_14,2026-05-17,Morning,90.45,34,34,0.0,960.0,8611.11,9571.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹8,611.11)",5,Low,441
Press_Line_14,2026-05-17,Morning,90.45,34,34,0.0,960.0,8611.11,9571.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹8,611.11)",5,Low,441
Assembly_Line_16,2026-06-07,Night,87.81,34,33,400.0,600.0,8500.0,9500.0,Production Loss Cost,"Downtime (₹400.00) + Scrap (₹600.00) + Prod. Loss (₹8,500.00)",10,Low,442
Assembly_Line_18,2026-07-10,Morning,87.42,13,8,3200.0,3120.0,3173.08,9493.08,Downtime Cost,"Downtime (₹3,200.00) + Scrap (₹3,120.00) + Prod. Loss (₹3,173.08)",13,Low,443
Assembly_Line_1,2026-06-17,Morning,87.51,31,29,800.0,960.0,7669.35,9429.35,Production Loss Cost,"Downtime (₹800.00) + Scrap (₹960.00) + Prod. Loss (₹7,669.35)",10,Low,444
Press_Line_13,2026-06-20,Night,90.9,32,32,0.0,1320.0,8061.88,9381.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹8,061.88)",5,Low,445
Press_Line_13,2026-06-20,Night,90.9,32,32,0.0,1320.0,8061.88,9381.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹8,061.88)",5,Low,445
Press_Line_11,2026-05-13,Night,90.38,32,32,0.0,1200.0,8091.74,9291.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,200.00) + Prod. Loss (₹8,091.74)",5,Low,446
Press_Line_11,2026-05-13,Night,90.38,32,32,0.0,1200.0,8091.74,9291.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,200.00) + Prod. Loss (₹8,091.74)",5,Low,446
Press_Line_17,2026-04-30,Night,90.38,31,31,0.0,1320.0,7841.74,9161.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹7,841.74)",5,Low,447
Press_Line_17,2026-04-30,Night,90.38,31,31,0.0,1320.0,7841.74,9161.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹7,841.74)",5,Low,447
Press_Line_20,2026-04-27,Morning,91.25,31,31,0.0,1320.0,7750.0,9070.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹7,750.00)",5,Low,448
Press_Line_20,2026-04-27,Morning,91.25,31,31,0.0,1320.0,7750.0,9070.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹7,750.00)",5,Low,448
Press_Line_14,2026-07-01,Morning,90.68,30,30,0.0,1320.0,7611.11,8931.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹7,611.11)",5,Low,449
Press_Line_14,2026-07-01,Morning,90.68,30,30,0.0,1320.0,7611.11,8931.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹7,611.11)",5,Low,449
CNC_Milling_18,2026-04-21,Afternoon,95.02,10,2,6000.0,360.0,2548.34,8908.34,Downtime Cost,"Downtime (₹6,000.00) + Scrap (₹360.00) + Prod. Loss (₹2,548.34)",13,Low,450
Press_Line_2,2026-07-10,Afternoon,91.53,30,30,0.0,1200.0,7561.88,8761.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,200.00) + Prod. Loss (₹7,561.88)",5,Low,451
Press_Line_2,2026-07-10,Afternoon,91.53,30,30,0.0,1200.0,7561.88,8761.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,200.00) + Prod. Loss (₹7,561.88)",5,Low,451
Press_Line_11,2026-06-27,Afternoon,90.83,29,29,0.0,1320.0,7341.74,8661.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹7,341.74)",5,Low,452
Press_Line_11,2026-06-27,Afternoon,90.83,29,29,0.0,1320.0,7341.74,8661.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹7,341.74)",5,Low,452
Press_Line_15,2026-05-01,Night,89.78,30,30,0.0,1080.0,7488.1,8568.1,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹7,488.10)",5,Low,453
Press_Line_15,2026-05-01,Night,89.78,30,30,0.0,1080.0,7488.1,8568.1,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹7,488.10)",5,Low,453
Press_Line_2,2026-07-05,Afternoon,92.58,33,33,0.0,240.0,8311.88,8551.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹8,311.88)",5,Low,454
Press_Line_2,2026-07-05,Afternoon,92.58,33,33,0.0,240.0,8311.88,8551.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹8,311.88)",5,Low,454
Press_Line_12,2026-06-13,Night,90.5,30,30,0.0,960.0,7500.0,8460.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹7,500.00)",5,Low,455
Press_Line_12,2026-06-13,Night,90.5,30,30,0.0,960.0,7500.0,8460.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹960.00) + Prod. Loss (₹7,500.00)",5,Low,455
Press_Line_15,2026-06-22,Afternoon,89.78,29,29,0.0,1200.0,7238.1,8438.1,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,200.00) + Prod. Loss (₹7,238.10)",5,Low,456
Press_Line_15,2026-06-22,Afternoon,89.78,29,29,0.0,1200.0,7238.1,8438.1,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,200.00) + Prod. Loss (₹7,238.10)",5,Low,456
Press_Line_4,2026-07-06,Morning,91.51,30,30,0.0,840.0,7591.74,8431.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹7,591.74)",5,Low,457
Press_Line_4,2026-07-06,Morning,91.51,30,30,0.0,840.0,7591.74,8431.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹7,591.74)",5,Low,457
Press_Line_4,2026-04-28,Morning,91.29,29,29,0.0,1080.0,7341.74,8421.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹7,341.74)",5,Low,458
Press_Line_4,2026-04-28,Morning,91.29,29,29,0.0,1080.0,7341.74,8421.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹7,341.74)",5,Low,458
Assembly_Line_12,2026-06-21,Night,89.65,29,29,0.0,1080.0,7307.69,8387.69,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹7,307.69)",5,Low,459
Assembly_Line_12,2026-06-21,Night,89.65,29,29,0.0,1080.0,7307.69,8387.69,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹7,307.69)",5,Low,459
Assembly_Line_15,2026-06-16,Afternoon,89.93,29,27,800.0,360.0,7197.37,8357.37,Production Loss Cost,"Downtime (₹800.00) + Scrap (₹360.00) + Prod. Loss (₹7,197.37)",9,Low,460
Press_Line_8,2026-04-18,Night,91.84,29,29,0.0,1080.0,7254.85,8334.85,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹7,254.85)",5,Low,461
Press_Line_8,2026-04-18,Night,91.84,29,29,0.0,1080.0,7254.85,8334.85,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹7,254.85)",5,Low,461
Press_Line_6,2026-07-14,Afternoon,89.96,29,29,0.0,1080.0,7238.19,8318.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹7,238.19)",5,Low,462
Press_Line_6,2026-07-14,Afternoon,89.96,29,29,0.0,1080.0,7238.19,8318.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹7,238.19)",5,Low,462
Press_Line_14,2026-06-08,Morning,91.12,27,27,0.0,1440.0,6861.11,8301.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,440.00) + Prod. Loss (₹6,861.11)",5,Low,463
Press_Line_14,2026-06-08,Morning,91.12,27,27,0.0,1440.0,6861.11,8301.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,440.00) + Prod. Loss (₹6,861.11)",5,Low,463
Press_Line_18,2026-05-02,Morning,90.16,28,28,0.0,1200.0,7024.19,8224.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,200.00) + Prod. Loss (₹7,024.19)",5,Low,464
Press_Line_18,2026-05-02,Morning,90.16,28,28,0.0,1200.0,7024.19,8224.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,200.00) + Prod. Loss (₹7,024.19)",5,Low,464
Press_Line_3,2026-04-29,Afternoon,91.81,30,30,0.0,600.0,7608.11,8208.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹7,608.11)",5,Low,465
Press_Line_3,2026-04-29,Afternoon,91.81,30,30,0.0,600.0,7608.11,8208.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹7,608.11)",5,Low,465
Press_Line_4,2026-06-16,Night,91.74,29,29,0.0,840.0,7341.74,8181.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹7,341.74)",5,Low,466
Press_Line_4,2026-06-16,Night,91.74,29,29,0.0,840.0,7341.74,8181.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹7,341.74)",5,Low,466
Assembly_Line_17,2026-06-29,Morning,90.03,28,28,0.0,1080.0,7023.26,8103.26,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹7,023.26)",5,Low,467
Assembly_Line_17,2026-06-29,Morning,90.03,28,28,0.0,1080.0,7023.26,8103.26,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹7,023.26)",5,Low,467
CNC_Milling_13,2026-05-28,Morning,90.34,7,2,4000.0,2280.0,1796.61,8076.61,Downtime Cost,"Downtime (₹4,000.00) + Scrap (₹2,280.00) + Prod. Loss (₹1,796.61)",12,Low,468
CNC_Milling_5,2026-07-09,Morning,86.21,6,2,3200.0,3240.0,1606.06,8046.06,Scrap Cost,"Downtime (₹3,200.00) + Scrap (₹3,240.00) + Prod. Loss (₹1,606.06)",13,Low,469
Press_Line_9,2026-05-13,Afternoon,91.41,29,29,0.0,720.0,7314.1,8034.1,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹7,314.10)",5,Low,470
Press_Line_9,2026-05-13,Afternoon,91.41,29,29,0.0,720.0,7314.1,8034.1,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹7,314.10)",5,Low,470
Press_Line_17,2026-07-09,Night,91.97,28,28,0.0,840.0,7091.74,7931.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹7,091.74)",5,Low,471
Press_Line_17,2026-07-09,Night,91.97,28,28,0.0,840.0,7091.74,7931.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹7,091.74)",5,Low,471
Assembly_Line_20,2026-05-30,Night,89.77,28,28,0.0,840.0,7080.94,7920.94,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹7,080.94)",5,Low,472
Assembly_Line_20,2026-05-30,Night,89.77,28,28,0.0,840.0,7080.94,7920.94,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹840.00) + Prod. Loss (₹7,080.94)",5,Low,472
Assembly_Line_7,2026-06-11,Morning,91.15,29,29,0.0,600.0,7250.0,7850.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹7,250.00)",5,Low,473
Assembly_Line_7,2026-06-11,Morning,91.15,29,29,0.0,600.0,7250.0,7850.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹7,250.00)",5,Low,473
Press_Line_8,2026-06-21,Afternoon,92.27,27,27,0.0,1080.0,6754.85,7834.85,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹6,754.85)",4,Low,474
Press_Line_8,2026-06-21,Afternoon,92.27,27,27,0.0,1080.0,6754.85,7834.85,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹6,754.85)",4,Low,474
Assembly_Line_3,2026-07-07,Night,90.61,28,28,0.0,720.0,7103.05,7823.05,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹7,103.05)",5,Low,475
Assembly_Line_3,2026-07-07,Night,90.61,28,28,0.0,720.0,7103.05,7823.05,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹7,103.05)",5,Low,475
Press_Line_3,2026-06-23,Afternoon,91.34,25,25,0.0,1440.0,6358.11,7798.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,440.00) + Prod. Loss (₹6,358.11)",5,Low,476
Press_Line_3,2026-06-23,Afternoon,91.34,25,25,0.0,1440.0,6358.11,7798.11,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,440.00) + Prod. Loss (₹6,358.11)",5,Low,476
Assembly_Line_5,2026-05-12,Afternoon,91.45,29,29,0.0,480.0,7274.19,7754.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹7,274.19)",5,Low,477
Assembly_Line_5,2026-05-12,Afternoon,91.45,29,29,0.0,480.0,7274.19,7754.19,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹480.00) + Prod. Loss (₹7,274.19)",5,Low,477
Assembly_Line_2,2026-06-08,Afternoon,90.74,25,25,0.0,1320.0,6360.66,7680.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹6,360.66)",5,Low,478
Assembly_Line_2,2026-06-08,Afternoon,90.74,25,25,0.0,1320.0,6360.66,7680.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,320.00) + Prod. Loss (₹6,360.66)",5,Low,478
Press_Line_2,2026-05-15,Night,92.58,26,26,0.0,1080.0,6561.88,7641.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹6,561.88)",4,Low,479
Press_Line_2,2026-05-15,Night,92.58,26,26,0.0,1080.0,6561.88,7641.88,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹1,080.00) + Prod. Loss (₹6,561.88)",4,Low,479
Press_Line_12,2026-04-19,Morning,91.75,28,28,0.0,600.0,7000.0,7600.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹7,000.00)",5,Low,480
Press_Line_12,2026-04-19,Morning,91.75,28,28,0.0,600.0,7000.0,7600.0,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹7,000.00)",5,Low,480
Press_Line_1,2026-04-25,Afternoon,91.35,28,28,0.0,600.0,6988.1,7588.1,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹6,988.10)",5,Low,481
Press_Line_1,2026-04-25,Afternoon,91.35,28,28,0.0,600.0,6988.1,7588.1,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹600.00) + Prod. Loss (₹6,988.10)",5,Low,481
Press_Line_17,2026-05-26,Morning,92.88,29,29,0.0,240.0,7341.74,7581.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹7,341.74)",4,Low,482
Press_Line_17,2026-05-26,Morning,92.88,29,29,0.0,240.0,7341.74,7581.74,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹240.00) + Prod. Loss (₹7,341.74)",4,Low,482
Press_Line_16,2026-06-08,Night,91.5,27,27,0.0,720.0,6860.66,7580.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹6,860.66)",5,Low,483
Press_Line_16,2026-06-08,Night,91.5,27,27,0.0,720.0,6860.66,7580.66,Production Loss Cost,"Downtime (₹0.00) + Scrap (₹720.00) + Prod. Loss (₹6,860.66)",5,Low,483
